,Player,Squad,Salary.2021,Salary 2022,Salary 2023,Salary 2024,Salary 2025,Salary 2026,Salary 2027,Salary 2028,Salary 2029,Salary 2030,Salary 2031
651,o.ali,Simple Privateers,26800000,27840000,27970000,27710000,28080000,27990000,27670000,27800000,27740000,27790000,28040000
652,t.owiny,Simple Privateers,22680000,23450000,23760000,23690000,23410000,23530000,23470000,23520000,23730000,23510000,23590000
653,f.baguma,Solemn Leopards,27960000,28870000,29010000,28940000,2.9e+07,29260000,28990000,29080000,29680000,27960000,27960000
654,f.hubert,Solemn Leopards,27540000,28850000,28760000,28430000,28570000,28500000,28560000,28820000,28550000,28650000,29230000
655,s.chelangat,Solemn Leopards,11610000,12120000,12060000,12120000,1.2e+07,12160000,12130000,11990000,12050000,12020000,12040000
656,g.jumbe,Solemn Leopards,18370000,19230000,19180000,19080000,19170000,18990000,19250000,19190000,18970000,19060000,19010000
657,k.golan,Solemn Leopards,13050000,13530000,13570000,13850000,13050000,13050000,13050000,13050000,13050000,13050000,13050000
658,a.pena,Solemn Leopards,19020000,19680000,19720000,19900000,19720000,19790000,20190000,19020000,19020000,19020000,19020000
659,s.candiru,Solemn Leopards,19920000,20790000,20690000,20790000,20600000,20870000,20810000,20570000,20670000,20620000,20660000
660,p.chi,Solemn Leopards,12610000,13050000,13080000,13190000,13070000,13120000,13380000,12610000,12610000,12610000,12610000
661,r.mutumba,Solemn Leopards,30020000,31420000,31340000,31180000,31330000,31040000,31450000,31350000,30990000,31150000,31070000
662,w.salamah,Solemn Leopards,16480000,17240000,17130000,16950000,17250000,17200000,17120000,17200000,17040000,17270000,17210000
663,c.omar,Solemn Leopards,28270000,29260000,29320000,29580000,29310000,29410000,30010000,28270000,28270000,28270000,28270000
664,t.marques,Solemn Leopards,29270000,30430000,30100000,30640000,30550000,30400000,30550000,30260000,30670000,30570000,30220000
665,p.jackson,Solemn Leopards,26230000,27150000,27200000,27450000,27190000,27290000,27840000,26230000,26230000,26230000,26230000
666,f.nyakaisiki,Solemn Leopards,26960000,28250000,28160000,27830000,27970000,27900000,27960000,28210000,27950000,28040000,28610000
667,f.schafer,Solemn Leopards,22680000,23670000,23450000,23760000,23690000,23410000,23530000,23470000,23520000,23730000,23510000
668,r.bintimohamed,Solemn Leopards,28750000,29570000,30090000,30010000,29860000,3e+07,29720000,30120000,30030000,29680000,29830000
669,q.okiror,Solemn Leopards,34100000,35350000,35470000,36190000,34100000,34100000,34100000,34100000,34100000,34100000,34100000
670,s.abdullahi,Solemn Leopards,27380000,28600000,28270000,28410000,28340000,28390000,28650000,28380000,28480000,29060000,27380000
671,z.heinonen,Solemn Leopards,27090000,28280000,28140000,28270000,28010000,28380000,28290000,27970000,28110000,28040000,28090000
672,k.baumann,Solemn Leopards,24230000,25050000,25390000,25310000,25020000,25140000,25080000,25130000,25350000,25120000,25200000
673,a.mbusa,Solemn Leopards,22320000,23690000,22320000,22320000,22320000,22320000,22320000,22320000,22320000,22320000,22320000
674,n.tumwesigye,Solemn Leopards,16350000,16350000,16350000,16350000,16350000,16350000,16350000,16350000,16350000,16350000,16350000
675,a.odaga,Solemn Leopards,19460000,20140000,20180000,20360000,20170000,20240000,20650000,19460000,19460000,19460000,19460000
676,d.cauhan,Solemn Leopards,26690000,27670000,27920000,27750000,27450000,27940000,27860000,27720000,27850000,27590000,27960000
677,f.kobugabe,Solemn Leopards,23400000,24060000,24490000,24430000,24300000,24420000,24190000,24520000,24440000,24160000,24280000
678,k.makaza,Solemn Leopards,30230000,31250000,31670000,31570000,31210000,31360000,31290000,31350000,31630000,31340000,31450000
679,q.muhammed,Solemn Leopards,11250000,11740000,11630000,11790000,11750000,11610000,11670000,11640000,11670000,11770000,11660000
680,q.ruzvidzo,Solemn Leopards,22830000,23600000,23920000,23840000,23570000,23690000,23630000,23680000,23890000,23670000,23750000
681,t.toth,Solemn Leopards,19890000,20820000,20760000,20660000,20760000,20560000,20840000,20770000,20530000,20640000,20590000
682,w.damico,Solemn Leopards,24330000,25020000,25470000,25400000,25270000,25390000,25150000,25490000,25410000,25120000,25240000
683,j.odeke,Somber Stallions,6730000,6920000,7040000,7030000,6990000,7020000,6960000,7050000,7030000,6950000,6980000
684,m.chavula,Somber Stallions,18200000,18870000,19040000,18870000,18930000,19320000,18200000,18200000,18200000,18200000,18200000
685,w.aciro,Somber Stallions,20240000,20900000,2.1e+07,20950000,20990000,21180000,20980000,21050000,21480000,20240000,20240000
686,i.nabatanzi,Somber Stallions,16110000,16110000,16110000,16110000,16110000,16110000,16110000,16110000,16110000,16110000,16110000
687,p.nahabwe,Somber Stallions,6510000,6690000,6810000,6800000,6760000,6790000,6730000,6820000,6800000,6720000,6750000
688,s.lamptey,Somber Stallions,24140000,24820000,25270000,25200000,25070000,25190000,24960000,25290000,25210000,24920000,25040000
689,m.nagudi,Somber Stallions,20320000,21290000,21220000,20980000,21080000,21030000,21070000,21260000,21070000,21140000,21570000
690,l.sichali,Somber Stallions,25480000,26200000,26670000,26600000,26460000,26590000,26340000,26700000,26610000,26310000,26440000
691,e.teixeira,Somber Stallions,19540000,20090000,20450000,20400000,20290000,20390000,20200000,20470000,20410000,20170000,20270000
692,i.kumari,Somber Stallions,14620000,15120000,15320000,15270000,15090000,15170000,15130000,15160000,15300000,15160000,15210000
693,e.longwe,Somber Stallions,16210000,16970000,16920000,16840000,16920000,16760000,16980000,16930000,16740000,16820000,16780000
694,e.tumukunde,Somber Stallions,23790000,24830000,24600000,24930000,24850000,24560000,24680000,24620000,24670000,24890000,24660000
695,g.jesus,Somber Stallions,14090000,14620000,14580000,14610000,14740000,14610000,14660000,14950000,14090000,14090000,14090000
696,k.gao,Somber Stallions,27140000,28060000,28440000,28350000,28020000,28160000,28090000,28150000,28400000,28140000,28230000
697,l.aguilar,Somber Stallions,20940000,21850000,21650000,21940000,21870000,21620000,21720000,21670000,21720000,21910000,21710000
698,j.ginting,Somber Stallions,40290000,42150000,41890000,41430000,42170000,42060000,41850000,42050000,41660000,42210000,42080000
699,k.guillaume,Somber Stallions,28400000,29650000,29500000,29640000,29360000,29760000,29660000,29320000,29460000,29390000,29450000
700,o.kuloba,Supreme Janes,14250000,14730000,14930000,14880000,14710000,14780000,14750000,14780000,14910000,14770000,14820000
701,g.asiedu,Supreme Janes,17950000,18780000,18610000,18670000,19050000,17950000,17950000,17950000,17950000,17950000,17950000
702,l.hasegawa,Supreme Janes,12520000,12930000,12990000,12960000,12980000,13100000,12980000,13020000,13290000,12520000,12520000
703,o.alon,Supreme Janes,20180000,20940000,20890000,20930000,21120000,20920000,20990000,21420000,20180000,20180000,20180000
704,c.amoding,Supreme Janes,15490000,15930000,16210000,16170000,16090000,16170000,16020000,16230000,16180000,15990000,16070000
705,i.nantale,Supreme Janes,15230000,15760000,15790000,15940000,15790000,15840000,16160000,15230000,15230000,15230000,15230000
706,j.ferri,Supreme Janes,11090000,11450000,11510000,11480000,11500000,11600000,11500000,11540000,11770000,11090000,11090000
707,g.suad,Supreme Janes,14680000,15160000,15230000,15190000,15220000,15360000,15220000,15270000,15580000,14680000,14680000
708,b.asamoah,Supreme Janes,32860000,34390000,34300000,34130000,34290000,33970000,34430000,34320000,33920000,34090000,34010000
709,e.nankunda,Supreme Janes,17250000,17920000,1.8e+07,17830000,18070000,18020000,17810000,17900000,17850000,17890000,18050000
710,k.balogun,Supreme Janes,13740000,14270000,14340000,14210000,14400000,14350000,14190000,14260000,14220000,14250000,14380000
711,h.sentongo,Supreme Janes,23370000,24130000,24250000,24190000,24240000,24450000,24230000,24310000,24800000,23370000,23370000
712,b.roche,Supreme Janes,32890000,34460000,34350000,33960000,34120000,34040000,34110000,34410000,34100000,34210000,34910000
713,e.lund,Supreme Janes,34320000,35480000,35960000,35850000,35430000,35610000,35520000,35590000,35910000,35580000,35700000
714,r.mkandla,Supreme Janes,23710000,24480000,24600000,24540000,24590000,24810000,24580000,24660000,25170000,23710000,23710000
715,o.burgos,Supreme Janes,20640000,21600000,21550000,21440000,21540000,21340000,21630000,21560000,21310000,21410000,21360000
716,l.mirzaei,Supreme Janes,27350000,28630000,28550000,28410000,28540000,28280000,28660000,28570000,28240000,28380000,28310000
717,c.sagal,Supreme Janes,10210000,10500000,10690000,10660000,10600000,10660000,10560000,10700000,10660000,10540000,10590000
718,p.lo,Supreme Janes,24590000,25760000,25680000,25390000,25510000,25450000,25500000,25730000,25490000,25580000,26100000
719,m.okumu,Supreme Janes,10420000,10820000,10870000,10770000,10920000,10880000,10760000,10810000,10780000,10810000,10900000
720,b.apio,Supreme Janes,33340000,34820000,34420000,34590000,34510000,34570000,34890000,34560000,34680000,35390000,33340000
721,g.albrecht,Supreme Janes,17110000,17770000,17860000,17690000,17930000,17870000,17660000,17750000,17710000,17740000,17900000
722,h.pang,Supreme Janes,15340000,16010000,15930000,16010000,15860000,16070000,16020000,15840000,15910000,15880000,15910000
723,k.macuacua,Supreme Janes,18460000,19270000,19090000,19340000,19280000,19060000,19150000,19110000,19140000,19320000,19140000
724,y.makavan,Supreme Janes,37100000,38150000,38830000,38730000,38530000,38720000,38360000,38870000,38750000,38300000,38490000
725,h.romero,Swift Rustlers,22690000,23570000,23680000,23460000,23770000,23700000,23430000,23540000,23480000,23530000,23740000
726,d.tweheyo,Swift Rustlers,17560000,18260000,18060000,18380000,18330000,18240000,18330000,18160000,18400000,18340000,18130000
727,h.mphande,Swift Rustlers,10830000,11330000,11260000,11140000,11340000,11310000,11250000,11300000,11200000,11350000,11310000
728,m.kamya,Swift Rustlers,20370000,21260000,21160000,21260000,21060000,21340000,21280000,21030000,21130000,21080000,21120000
729,c.kazibwe,Swift Rustlers,13410000,13930000,1.4e+07,13860000,14050000,14010000,13840000,13910000,13880000,13910000,14030000
730,o.bosnjak,Swift Rustlers,25600000,26820000,26740000,26430000,26560000,26500000,26550000,26790000,26540000,26630000,27170000
731,j.dahiru,Swift Rustlers,19090000,19710000,19810000,19760000,19800000,19970000,19790000,19860000,20260000,19090000,19090000
732,n.ferhatovi,Swift Rustlers,7210000,7500000,7410000,7550000,7530000,7490000,7520000,7450000,7550000,7530000,7440000
733,a.schmidt,Swift Rustlers,34970000,36520000,36100000,36280000,36190000,36270000,36590000,36250000,36380000,37120000,34970000
734,a.nunez,Swift Rustlers,22730000,23370000,23790000,23730000,23610000,23720000,23500000,23810000,23740000,23470000,23580000
735,l.castro,Swift Rustlers,28080000,29130000,29060000,29120000,29380000,29110000,29210000,29800000,28080000,28080000,28080000
736,z.pinto,Swift Rustlers,22360000,23220000,23340000,23120000,23430000,23350000,23080000,23200000,23140000,23190000,23400000
737,y.salminen,Swift Rustlers,27410000,28670000,28500000,28190000,28690000,28610000,28470000,28610000,28340000,28720000,28630000
738,f.monday,Swift Rustlers,23440000,24260000,24310000,24530000,24300000,24380000,24880000,23440000,23440000,23440000,23440000
739,m.sardar,Swift Rustlers,29670000,30850000,30510000,31060000,30970000,30820000,30960000,30680000,31090000,30990000,30630000
740,q.permana,Swift Rustlers,8550000,8870000,8850000,8870000,8950000,8860000,8890000,9070000,8550000,8550000,8550000
741,g.ahin,Swift Rustlers,8530000,8770000,8930000,8900000,8860000,8900000,8820000,8940000,8910000,8810000,8850000
742,r.odur,Swift Rustlers,14990000,15680000,15540000,15590000,15910000,14990000,14990000,14990000,14990000,14990000,14990000
743,b.guillot,Swift Rustlers,24890000,26080000,2.6e+07,25700000,25820000,25760000,25810000,26040000,25800000,25890000,26420000
744,c.langa,Swift Rustlers,20670000,21260000,21640000,21580000,21470000,21570000,21370000,21660000,21590000,21340000,21440000
745,f.perrin,Swift Rustlers,16290000,17050000,17010000,16920000,1.7e+07,16840000,17070000,17010000,16820000,16900000,16860000
746,g.nabasa,Swift Rustlers,27930000,29220000,29040000,28720000,29230000,29160000,29010000,29150000,28880000,29260000,29170000
747,p.byarugaba,Swift Rustlers,26640000,27400000,27880000,27810000,27670000,27800000,27540000,27910000,27820000,27500000,27640000
748,y.molnar,Swift Rustlers,17110000,17740000,17800000,18160000,17110000,17110000,17110000,17110000,17110000,17110000,17110000
749,k.pavi,Swift Rustlers,29270000,30620000,30430000,30100000,30640000,30550000,30400000,30550000,30260000,30670000,30570000
750,r.majoni,Swift Rustlers,10300000,10780000,10750000,10700000,10750000,10650000,10790000,10760000,10630000,10690000,10660000
751,e.eliyahu,Swift Rustlers,20560000,21140000,21520000,21460000,21350000,21460000,21260000,21540000,21470000,21230000,21330000
752,o.ninsiima,Swift Rustlers,30680000,31720000,32140000,32040000,31670000,31830000,31750000,31820000,32100000,31810000,31910000
753,c.danquah,Unaccountable Foxes,29950000,31260000,30970000,31380000,31280000,30920000,31070000,3.1e+07,31060000,31340000,31050000
754,f.kavalio,Unaccountable Foxes,22730000,23630000,23370000,23790000,23730000,23610000,23720000,23500000,23810000,23740000,23470000
755,b.nandudu,Unaccountable Foxes,10250000,10660000,10540000,10730000,10700000,10650000,10700000,10600000,10740000,10710000,10580000
756,j.delemovi,Unaccountable Foxes,18760000,19400000,19660000,19590000,19370000,19460000,19420000,19450000,19630000,19450000,19510000
757,d.byogero,Unaccountable Foxes,20620000,21380000,21450000,21890000,20620000,20620000,20620000,20620000,20620000,20620000,20620000
758,u.arthur,Unaccountable Foxes,15250000,15810000,15960000,15810000,15860000,16190000,15250000,15250000,15250000,15250000,15250000
759,d.vuji,Unaccountable Foxes,13740000,14220000,14250000,14380000,14240000,14290000,14580000,13740000,13740000,13740000,13740000
760,s.nayiga,Unaccountable Foxes,13800000,14410000,14250000,14320000,14280000,14310000,14440000,14310000,14360000,14650000,13800000
761,j.rinaldi,Unaccountable Foxes,28380000,29480000,29620000,29340000,29730000,29640000,29300000,29440000,29370000,29430000,29700000
762,i.nanangwe,Unaccountable Foxes,13990000,14500000,14640000,14540000,14390000,14640000,14600000,14530000,14600000,14460000,14660000
763,f.got,Unaccountable Foxes,34500000,36030000,35620000,35790000,35710000,35780000,36100000,35770000,35890000,36620000,34500000
764,d.atyang,Unaccountable Foxes,6340000,6520000,6640000,6620000,6580000,6620000,6550000,6640000,6620000,6550000,6580000
765,r.nor,Unaccountable Foxes,3850000,3990000,4030000,4e+06,3960000,4030000,4020000,4e+06,4020000,3980000,4030000
766,t.kuok,Unaccountable Foxes,28260000,29500000,29350000,29490000,29220000,29610000,29520000,29180000,29320000,29250000,29310000
767,u.iskandar,Unaccountable Foxes,26800000,27970000,27710000,28080000,27990000,27670000,27800000,27740000,27790000,28040000,27780000
768,z.ndawula,Unaccountable Foxes,30310000,31630000,31340000,31760000,31660000,31290000,31450000,31370000,31430000,31720000,31420000
769,h.mubaiwa,Unaccountable Foxes,32680000,34200000,33880000,33990000,34690000,32680000,32680000,32680000,32680000,32680000,32680000
770,e.konig,Unaccountable Foxes,22350000,23520000,23170000,23380000,23240000,22980000,23390000,23330000,23210000,23330000,23110000
771,f.carbone,Unaccountable Foxes,14750000,15300000,15270000,15300000,15430000,15290000,15340000,15660000,14750000,14750000,14750000
772,m.mugeni,Unaccountable Foxes,31860000,32760000,33350000,33260000,33090000,33250000,32940000,33380000,33280000,32890000,33050000
773,b.akullu,Unaccountable Foxes,35470000,37030000,36840000,37020000,36670000,37160000,37050000,36620000,36800000,36710000,36780000
774,i.oryema,Unaccountable Foxes,21620000,22320000,22430000,22380000,22420000,22620000,22410000,22490000,22950000,21620000,21620000
775,s.nabasa,Unaccountable Foxes,32830000,34270000,34100000,34260000,33940000,34400000,34290000,33890000,34060000,33980000,34050000
776,x.mendez,Unaccountable Foxes,26530000,27690000,27550000,27690000,27430000,27800000,27710000,27390000,27520000,27460000,27510000
777,o.nakisige,Unaccountable Foxes,26490000,27710000,27540000,27240000,27730000,27650000,27510000,27650000,27390000,27750000,27670000
778,m.azulay,Unaccountable Foxes,27760000,28980000,28830000,28970000,28700000,29080000,28990000,28660000,28800000,28730000,28790000
779,y.peter,Unethical Comets,8630000,8950000,8930000,8950000,9030000,8950000,8980000,9160000,8630000,8630000,8630000
780,b.nassozi,Unethical Comets,12940000,13730000,12940000,12940000,12940000,12940000,12940000,12940000,12940000,12940000,12940000
781,b.pandit,Unethical Comets,2580000,2650000,2700000,2690000,2680000,2690000,2670000,2700000,2690000,2660000,2680000
782,k.cohen,Unethical Comets,13280000,13710000,13780000,13740000,13770000,13900000,13770000,13810000,14100000,13280000,13280000
783,r.dube,Unethical Comets,15590000,16320000,16270000,16190000,16270000,16120000,16330000,16280000,16100000,16170000,16140000
784,d.nangiro,Unethical Comets,26150000,27130000,27060000,27120000,27360000,27110000,27200000,27760000,26150000,26150000,26150000
785,l.kalnis,Unethical Comets,20970000,20970000,20970000,20970000,20970000,20970000,20970000,20970000,20970000,20970000,20970000
786,m.mizrahi,Unethical Comets,16950000,17690000,17520000,17760000,17700000,17500000,17590000,17540000,17580000,17740000,17570000
787,h.afriyie,Unethical Comets,28760000,29870000,30010000,29740000,30130000,30040000,29690000,29840000,29770000,29830000,30090000
788,r.okwera,Unethical Comets,29250000,30320000,30600000,30410000,30080000,30620000,30530000,30380000,30530000,30240000,30650000
789,c.abaho,Unethical Comets,38250000,39490000,39680000,39590000,39670000,40020000,39650000,39790000,40600000,38250000,38250000
790,d.masuku,Unethical Comets,28620000,29990000,29890000,29550000,29690000,29620000,29680000,29950000,29670000,29770000,30380000
791,a.uy,Unethical Comets,21490000,22430000,22320000,22430000,22220000,22520000,22450000,22190000,22300000,22240000,22290000
792,g.parisi,Unethical Comets,22570000,23360000,23410000,23620000,23400000,23480000,23960000,22570000,22570000,22570000,22570000
793,l.dahl,Unethical Comets,12440000,12990000,12920000,12980000,12860000,13030000,12990000,12840000,12910000,12870000,12900000
794,y.bintiomar,Unethical Comets,29220000,30610000,30520000,30170000,30320000,30240000,30300000,30570000,30290000,30400000,31010000
795,g.ampofo,Unethical Comets,14480000,15120000,14950000,15020000,14990000,15020000,15150000,15010000,15060000,15370000,14480000
796,g.heydari,Unethical Comets,20250000,20910000,21010000,20960000,2.1e+07,21190000,20990000,21060000,21490000,20250000,20250000
797,i.namutosi,Unethical Comets,13170000,13780000,13690000,13540000,13780000,13750000,13680000,13740000,13620000,13800000,13760000
798,j.opolot,Unethical Comets,17900000,18480000,18570000,18530000,18560000,18730000,18560000,18620000,1.9e+07,17900000,17900000
799,k.nakazzi,Unethical Comets,13070000,13670000,13590000,13440000,13680000,13640000,13570000,13640000,13510000,13690000,13650000
800,x.kamble,Unethical Comets,30570000,31560000,31720000,31640000,31700000,31990000,31690000,31800000,32450000,30570000,30570000
801,j.mutyaba,Unethical Comets,12350000,12780000,12810000,12920000,12800000,12850000,13110000,12350000,12350000,12350000,12350000
802,o.isaac,Unethical Comets,11050000,11360000,11570000,11540000,11480000,11530000,11420000,11580000,11540000,11410000,11460000
803,e.rashidi,Unethical Comets,36630000,37820000,3.8e+07,37910000,37990000,38330000,37970000,38100000,38880000,36630000,36630000
804,h.isa,Villainous Eagles,11130000,11540000,11580000,11810000,11130000,11130000,11130000,11130000,11130000,11130000,11130000
805,k.weiss,Villainous Eagles,11910000,12370000,12430000,12310000,12480000,12440000,12300000,12360000,12330000,12350000,12460000
806,y.bano,Villainous Eagles,18970000,19630000,19670000,19850000,19670000,19730000,20130000,18970000,18970000,18970000,18970000
807,g.baig,Villainous Eagles,16750000,17530000,17490000,17400000,17480000,17320000,17550000,17490000,17290000,17380000,17340000
808,m.okori,Villainous Eagles,9650000,10030000,9920000,10100000,10070000,10020000,10070000,9980000,10110000,10080000,9960000
809,s.parisi,Villainous Eagles,15050000,15750000,15600000,15660000,15970000,15050000,15050000,15050000,15050000,15050000,15050000
810,u.heilig,Villainous Eagles,12230000,12680000,12800000,12680000,12720000,12980000,12230000,12230000,12230000,12230000,12230000
811,u.binsalleh,Villainous Eagles,24250000,25100000,25150000,25370000,25140000,25230000,25740000,24250000,24250000,24250000,24250000
812,e.kinoshita,Villainous Eagles,32340000,33390000,33550000,33470000,33540000,33840000,33530000,33640000,34330000,32340000,32340000
813,e.ajwang,Villainous Eagles,33790000,34880000,35060000,34970000,35040000,35360000,35030000,35150000,35860000,33790000,33790000
814,j.natukunda,Villainous Eagles,27530000,28740000,28590000,28730000,28460000,28840000,28750000,28420000,28560000,28490000,28550000
815,l.zamani,Villainous Eagles,7010000,7340000,7320000,7280000,7320000,7250000,7340000,7320000,7240000,7270000,7260000
816,p.kamya,Villainous Eagles,20570000,21480000,21240000,21340000,21290000,21330000,21520000,21320000,21400000,21830000,20570000
817,o.musiimenta,Villainous Eagles,38280000,39980000,39520000,39710000,39620000,39700000,40050000,39680000,39820000,40630000,38280000
818,x.nabaggala,Villainous Eagles,25100000,26300000,26220000,25910000,26040000,25980000,26030000,26260000,26020000,26110000,26640000
819,z.ogawa,Villainous Eagles,9880000,10210000,10350000,10320000,10200000,10250000,10230000,10250000,10340000,10240000,10280000
820,c.brzis,Villainous Eagles,26410000,27670000,27580000,27270000,27400000,27330000,27390000,27630000,27380000,27470000,28030000
821,c.hu,Villainous Eagles,10580000,11070000,1.1e+07,10880000,11070000,11040000,10990000,11040000,10940000,11080000,11050000
822,f.adiru,Villainous Eagles,25850000,27200000,26800000,27040000,26870000,26580000,27060000,26980000,26850000,26980000,26730000
823,d.businge,Villainous Eagles,36530000,37940000,38120000,37770000,38270000,38150000,37710000,37900000,37810000,37880000,38220000
824,q.yamazaki,Villainous Eagles,33190000,34470000,34640000,34320000,34770000,34670000,34270000,34430000,34350000,34420000,34730000
825,j.mercier,Villainous Eagles,18790000,19520000,19610000,19430000,19690000,19630000,19400000,19490000,19450000,19490000,19660000
826,g.song,Villainous Eagles,15690000,16410000,16310000,16140000,16420000,16380000,16300000,16370000,16220000,16440000,16390000
827,m.ojo,Villainous Eagles,23210000,2.4e+07,24320000,24240000,23960000,24080000,24020000,24070000,24290000,24060000,24140000
828,n.kigongo,Villainous Eagles,29350000,30480000,30630000,30350000,30750000,30650000,30300000,30450000,30380000,30440000,30710000
829,p.nieminen,Villainous Eagles,23450000,24310000,24390000,24890000,23450000,23450000,23450000,23450000,23450000,23450000,23450000
830,p.romero,Villainous Eagles,22450000,23450000,23180000,23290000,23230000,23280000,23490000,23270000,23350000,23830000,22450000
831,t.parn,Villainous Eagles,10300000,10590000,10780000,10750000,10700000,10750000,10650000,10790000,10760000,10630000,10690000
832,y.kat,Villainous Eagles,15120000,15670000,15730000,16050000,15120000,15120000,15120000,15120000,15120000,15120000,15120000
833,j.nakamya,Villainous Eagles,23650000,24680000,24450000,24780000,24700000,24420000,24540000,24480000,24530000,24750000,24520000
834,t.lwanga,Villainous Eagles,31190000,32550000,32250000,32680000,32580000,32200000,32360000,32280000,32350000,32640000,32330000
835,b.waon,Weak Blimps,24550000,25620000,25380000,25720000,25640000,25350000,25470000,25410000,25460000,25690000,25450000
836,n.nakacwa,Weak Blimps,20510000,21210000,21490000,21420000,21170000,21280000,21230000,21270000,21460000,21260000,21340000
837,v.koller,Weak Blimps,29470000,30760000,30470000,30880000,30780000,30420000,30570000,30500000,30560000,30840000,30550000
838,d.hi,Weak Blimps,7930000,8220000,8300000,8240000,8150000,8300000,8280000,8240000,8280000,8200000,8310000
839,k.okwir,Weak Blimps,22190000,23230000,23160000,23050000,23160000,22940000,23250000,23180000,22910000,23020000,22970000
840,m.begu,Weak Blimps,13420000,13950000,13800000,14050000,14010000,13940000,14010000,13870000,14060000,14020000,13850000
841,m.lunkuse,Weak Blimps,13390000,13770000,14020000,13980000,13910000,13970000,13840000,14030000,13990000,13820000,13890000
842,q.binabdrahman,Weak Blimps,15420000,15860000,16140000,16100000,16020000,16090000,15940000,16160000,16110000,15920000,1.6e+07
843,z.akoth,Weak Blimps,20790000,21760000,21700000,21590000,21700000,21490000,21780000,21710000,21460000,21570000,21520000
844,j.irawan,Weak Blimps,13790000,14340000,14180000,14430000,14400000,14320000,14390000,14260000,14450000,14400000,14240000
845,b.kayondo,Weak Blimps,22820000,23820000,23590000,23910000,23830000,23560000,23680000,23620000,23670000,23880000,23660000
846,p.tumwine,Weak Blimps,11470000,11470000,11470000,11470000,11470000,11470000,11470000,11470000,11470000,11470000,11470000
847,x.lubega,Weak Blimps,18240000,19040000,18940000,19040000,18860000,19110000,19050000,18830000,18920000,18880000,18920000
848,g.kasamba,Weak Blimps,14300000,14970000,14930000,14850000,14920000,14780000,14980000,14940000,14760000,14840000,14800000
849,f.fournier,Weak Blimps,36220000,37800000,37450000,37950000,37830000,37390000,37580000,37490000,37560000,37900000,37550000
850,j.yeo,Weak Blimps,31480000,32730000,32370000,32950000,32860000,32700000,32850000,32550000,32980000,32880000,32500000
851,f.shaikh,Weak Blimps,27450000,28230000,28730000,28650000,28510000,28650000,28380000,28760000,28670000,28340000,28480000
852,i.irumba,Weak Blimps,9680000,9950000,10130000,10100000,10050000,10100000,10010000,10140000,10110000,9990000,10040000
853,j.nakayama,Weak Blimps,36110000,37800000,37700000,37510000,37690000,37330000,37830000,37720000,37280000,37460000,37370000
854,k.bintiali,Weak Blimps,27100000,27870000,28370000,28290000,28150000,28280000,28020000,28390000,28300000,27980000,28120000
855,m.mubangizi,Weak Blimps,30740000,32080000,31780000,32210000,32110000,31740000,31890000,31810000,31880000,32170000,31870000
856,t.winkler,Weak Blimps,30510000,31720000,31380000,31930000,31850000,31690000,31840000,31540000,31970000,31870000,31500000
857,c.vtols,Weak Blimps,13780000,14390000,14230000,14300000,14260000,14290000,14420000,14290000,14330000,14630000,13780000
858,a.kozowski,Weak Blimps,33600000,34930000,34550000,35170000,35070000,34900000,35070000,34740000,35200000,35090000,34690000
859,b.nalugwa,Weak Blimps,21760000,22620000,22380000,22780000,22720000,22600000,22710000,22500000,22800000,22730000,22470000
860,n.maeda,Weak Blimps,32650000,34100000,33710000,33870000,33790000,33860000,34160000,33850000,33960000,34650000,32650000
861,t.nyanzi,Weak Blimps,17690000,18310000,18350000,18510000,18340000,18400000,18780000,17690000,17690000,17690000,17690000
862,p.li,Weak Blimps,25480000,26600000,26460000,26590000,26340000,26700000,26610000,26310000,26440000,26370000,26420000
863,t.kuok,Weak Blimps,16260000,16970000,16890000,16970000,16810000,17040000,16980000,16790000,16870000,16830000,16860000
864,o.ssenabulya,Weak Blimps,35940000,36960000,37620000,37520000,37330000,37510000,37160000,37660000,37540000,37100000,37290000
865,b.waon,Wet Monarchs,12510000,13060000,12930000,13110000,13070000,12920000,12980000,12950000,12970000,13090000,12970000
866,f.aminu,Wet Monarchs,9950000,10320000,10410000,10320000,10350000,10560000,9950000,9950000,9950000,9950000,9950000
867,j.wojciechowski,Wet Monarchs,24120000,25180000,25050000,25170000,24940000,25270000,25190000,24900000,25020000,24960000,25010000
868,l.akech,Wet Monarchs,22950000,23840000,23950000,23730000,24050000,23970000,23690000,23810000,23750000,23800000,24010000
869,l.binosman,Wet Monarchs,22250000,22970000,23080000,23030000,23070000,23280000,23070000,23150000,23620000,22250000,22250000
870,q.becker,Wet Monarchs,18040000,18650000,18900000,18840000,18620000,18720000,18670000,18710000,18880000,18700000,18770000
871,u.mousavi,Wet Monarchs,14190000,14850000,14810000,14740000,14810000,14670000,14870000,14820000,14650000,14720000,14690000
872,x.kyei,Wet Monarchs,19810000,20760000,20690000,20450000,20550000,20500000,20540000,20730000,20540000,20610000,21030000
873,n.bianco,Wet Monarchs,25860000,26740000,27090000,27010000,26700000,26830000,26760000,26820000,27060000,26810000,26900000
874,d.anyango,Wet Monarchs,19190000,19840000,20110000,20040000,19810000,19910000,19860000,19900000,20080000,19890000,19960000
875,l.lukwago,Wet Monarchs,34160000,35480000,35650000,35320000,35790000,35680000,35270000,35440000,35350000,35430000,35740000
876,l.chandia,Wet Monarchs,26060000,27270000,27020000,27110000,27660000,26060000,26060000,26060000,26060000,26060000,26060000
