,Player Name,Age,League,Squad,Country,Position,Annualized Salary
368,b.supriatna,18,A,Swift Musketeers,Quewenia,MF,10470000
369,g.abbas,22,A,Swift Musketeers,Reugha,MF,36720000
370,n.nyesiga,20,A,Swift Musketeers,Southslands,MF,13350000
371,z.alupo,18,A,Swift Musketeers,Central Republic of Boekrainego,MFFW,22590000
372,a.logose,25,A,Swift Musketeers,Lylimi,MFFW,21650000
373,c.namutebi,31,A,Swift Musketeers,People's Land of Maneau,MFFW,28860000
374,r.jacobs,26,A,Swift Musketeers,People's Land of Maneau,MFFW,25210000
375,c.danquah,24,A,Weak Tornadoes,Byasier Pujan,DF,15800000
376,j.tsan,26,A,Weak Tornadoes,Byasier Pujan,DF,11750000
377,z.kituyi,20,A,Weak Tornadoes,Central Republic of Boekrainego,DF,12790000
378,d.mo,30,A,Weak Tornadoes,Dosqaly,DF,3330000
379,e.nakayiza,#N/A,A,Weak Tornadoes,Mico,DF,14690000
380,s.wafula,22,A,Weak Tornadoes,People's Land of Maneau,DF,8410000
381,h.byamugisha,23,A,Weak Tornadoes,Republic of Denand Landsa,DF,15270000
382,h.makoni,22,A,Weak Tornadoes,Slandsganiamayotteque,DF,11650000
383,t.teo,32,A,Weak Tornadoes,Slandsganiamayotteque,DF,11170000
384,g.cossa,32,A,Weak Tornadoes,Southern Ristan,DF,10910000
385,s.rahmani,28,A,Weak Tornadoes,Thaijagypt,DF,15810000
386,x.emmanuel,26,A,Weak Tornadoes,People's Land of Maneau,DFFW,18070000
387,e.saka,25,A,Weak Tornadoes,Rosvi,FW,28110000
388,f.namajja,25,A,Weak Tornadoes,Central Badad,FWDF,25300000
389,x.vtols,26,A,Weak Tornadoes,Greri Landmoslands,FWMF,34230000
390,m.iqbal,28,A,Weak Tornadoes,Lenia Gerdanho,FWMF,22670000
391,l.barman,22,A,Weak Tornadoes,People's Land of Maneau,FWMF,24850000
392,u.atugonza,21,A,Weak Tornadoes,Republic of Denand Landsa,FWMF,30250000
393,n.kyohirwe,27,A,Weak Tornadoes,Dosqaly,GK,23590000
394,e.bintiismail,23,A,Weak Tornadoes,Ledian,GK,10840000
395,g.namugere,24,A,Weak Tornadoes,Central Namemo Laand,MF,21910000
396,m.amsalem,26,A,Weak Tornadoes,Czechnor,MF,17020000
397,a.karlsson,29,A,Weak Tornadoes,Ngoque Blicri,MF,20670000
398,l.kawuma,23,A,Weak Tornadoes,People's Land of Maneau,MF,21250000
399,v.alharbi,25,A,Weak Tornadoes,People's Land of Maneau,MF,15420000
400,f.hughes,27,A,Weak Tornadoes,Thaijagypt,MFDF,30210000
401,j.wan,24,A,Weak Tornadoes,People's Land of Maneau,MFFW,22490000
402,u.alshehri,17,A,Weak Tornadoes,People's Land of Maneau,MFFW,33630000
403,a.andama,20,B,Flawless Cows,Byasier Pujan,DF,17220000
404,y.nassuuna,24,B,Flawless Cows,Coastpa Barleslands,DF,18880000
405,j.kyarisiima,21,B,Flawless Cows,Dosqaly,DF,15310000
406,o.takeda,17,B,Flawless Cows,Dosqaly,DF,27650000
407,q.coppola,#N/A,B,Flawless Cows,Dosqaly,DF,24730000
408,v.mhlanga,27,B,Flawless Cows,Dosqaly,DF,21630000
409,j.kawano,23,B,Flawless Cows,Esia,DF,17530000
410,d.mabhena,27,B,Flawless Cows,Nganion,DF,21260000
411,f.yunusa,26,B,Flawless Cows,Rarita,DF,18150000
412,t.neves,#N/A,B,Flawless Cows,Sobianitedrucy,DF,30990000
413,h.robert,#N/A,B,Flawless Cows,Dosqaly,FW,33510000
414,t.jabarin,18,B,Flawless Cows,Dosqaly,FW,12080000
415,z.basile,18,B,Flawless Cows,Dosqaly,FW,33730000
416,b.zheng,27,B,Flawless Cows,Imaar Vircoand,FW,37660000
417,y.mutema,27,B,Flawless Cows,Nganion,FW,1200000
418,j.lysenko,20,B,Flawless Cows,Sobianitedrucy,FW,34620000
419,y.manuel,17,B,Flawless Cows,Biarizea,FWMF,10890000
420,c.asiku,19,B,Flawless Cows,Dosqaly,FWMF,22900000
421,b.obonyo,32,B,Flawless Cows,Imaar Vircoand,FWMF,32320000
422,r.ssembatya,#N/A,B,Flawless Cows,Nganion,FWMF,24780000
423,y.kyosiimire,26,B,Flawless Cows,Nganion,GK,14410000
424,x.driscoll,20,B,Flawless Cows,Nkasland Cronestan,GK,22110000
425,p.addae,33,B,Flawless Cows,South Sati Fatina,GK,13170000
426,a.fekete,17,B,Flawless Cows,Byasier Pujan,MF,7380000
427,d.muhammad,30,B,Flawless Cows,Coastpa Barleslands,MF,34050000
428,i.ndoro,17,B,Flawless Cows,Dosqaly,MF,5700000
429,e.sommer,26,B,Flawless Cows,Imaar Vircoand,MF,15780000
430,p.susanto,27,B,Flawless Cows,Lefghau,MF,23300000
431,o.musonza,30,B,Flawless Cows,Nganion,MF,13270000
432,i.marie,#N/A,B,Flawless Cows,Sobianitedrucy,MF,24550000
433,z.musenero,#N/A,B,Flawless Cows,Greri Landmoslands,MFDF,20000000
434,k.opio,26,B,Flawless Cows,Esia,MFFW,30710000
435,z.ahmetovi,28,B,Flawless Cows,Lefghau,MFFW,31600000
436,o.naderi,27,B,Glistening Paladins,Badad,DF,11950000
437,a.nabuuma,22,B,Glistening Paladins,Dosqaly,DF,25080000
438,b.ban,20,B,Glistening Paladins,Dosqaly,DF,12180000
439,b.polak,22,B,Glistening Paladins,Dosqaly,DF,17970000
440,l.mulyani,33,B,Glistening Paladins,Dosqaly,DF,17410000
441,o.wagner,25,B,Glistening Paladins,Dosqaly,DF,7730000
442,s.bukirwa,23,B,Glistening Paladins,Dosqaly,DF,17140000
443,a.palmieri,34,B,Glistening Paladins,Landsfupua,DFMF,34010000
444,i.berg,25,B,Glistening Paladins,Tito Mia,FW,33740000
445,g.lombardo,22,B,Glistening Paladins,Dosqaly,FWMF,29200000
446,l.alanyo,22,B,Glistening Paladins,Dosqaly,FWMF,25230000
447,f.kimera,23,B,Glistening Paladins,Dosqaly,GK,20670000
448,t.okello,22,B,Glistening Paladins,Dosqaly,GK,22390000
449,c.asiku,19,B,Glistening Paladins,Dosqaly,MF,5990000
450,f.kabanda,21,B,Glistening Paladins,Dosqaly,MF,19870000
451,h.lwanga,20,B,Glistening Paladins,Dosqaly,MF,15270000
452,j.takali,22,B,Glistening Paladins,Dosqaly,MF,37380000
453,s.vidal,31,B,Glistening Paladins,Dosqaly,MF,23300000
454,b.akullu,22,B,Glistening Paladins,Lefghau,MF,23390000
455,z.mlilo,26,B,Glistening Paladins,Pierrema,MF,24530000
456,g.munsaka,31,B,Glistening Paladins,Dosqaly,MFFW,37880000
457,m.maimon,32,B,Glistening Paladins,Dosqaly,MFFW,20980000
458,u.madondo,23,B,Glistening Paladins,Dosqaly,MFFW,31000000
459,w.kuhn,22,B,Glistening Paladins,Dosqaly,MFFW,30150000
460,j.leng,23,B,Glistening Paladins,Greri Landmoslands,MFFW,29980000
461,m.hassan,28,B,Glistening Paladins,Sobianitedrucy,MFFW,32520000
462,w.santoro,27,B,Golden Rustlers,Coastpa Barleslands,DF,13020000
463,e.gamal,27,B,Golden Rustlers,Dosqaly,DF,10890000
464,i.chandra,23,B,Golden Rustlers,Dosqaly,DF,16390000
465,p.igwe,34,B,Golden Rustlers,Dosqaly,DF,18860000
466,s.binramli,32,B,Golden Rustlers,Dosqaly,DF,7180000
467,j.mushabe,29,B,Golden Rustlers,Lefghau,DF,18610000
468,k.oloya,#N/A,B,Golden Rustlers,Quewenia,DF,27880000
469,b.lai,31,B,Golden Rustlers,Rarita,DF,15490000
470,k.kyosiimire,21,B,Golden Rustlers,Southern Viout Aman,DF,12860000
471,a.musonza,34,B,Golden Rustlers,Dosqaly,FW,28950000
472,m.reilly,18,B,Golden Rustlers,Dosqaly,FW,26770000
473,u.atugonza,21,B,Golden Rustlers,Republic of Denand Landsa,FW,33660000
474,e.cortez,23,B,Golden Rustlers,Dosqaly,FWMF,30830000
475,j.testa,17,B,Golden Rustlers,Dosqaly,FWMF,29340000
476,t.karmakar,29,B,Golden Rustlers,Dosqaly,FWMF,32620000
477,y.horvath,27,B,Golden Rustlers,Landli Blicporlip,FWMF,23410000
478,f.salonen,22,B,Golden Rustlers,Republic of Denand Landsa,FWMF,35680000
479,v.bwambale,33,B,Golden Rustlers,Dosqaly,GK,18830000
480,d.taniguchi,29,B,Golden Rustlers,Central Diasongo,MF,18620000
481,c.shaheen,20,B,Golden Rustlers,Dosqaly,MF,29480000
482,z.hasna,18,B,Golden Rustlers,Dosqaly,MF,21300000
483,w.noguchi,26,B,Golden Rustlers,Lefghau,MF,27110000
484,m.muwanga,23,B,Golden Rustlers,Manlisgamncent,MF,36170000
485,v.amini,18,B,Golden Rustlers,Reugha,MF,21170000
486,p.atukwatse,18,B,Golden Rustlers,Dosqaly,MFFW,30240000
487,u.oyella,33,B,Golden Rustlers,Dosqaly,MFFW,27780000
488,m.anderson,27,B,Golden Rustlers,Nganion,MFFW,13970000
489,e.apiyo,21,B,Golden Rustlers,Pierrema,MFFW,28650000
490,s.namanya,31,B,Grotesque Rocks,Central Diasongo,DF,8280000
491,e.fujii,20,B,Grotesque Rocks,Dosqaly,DF,18920000
492,f.shkreli,25,B,Grotesque Rocks,Dosqaly,DF,28450000
493,g.namanya,29,B,Grotesque Rocks,Dosqaly,DF,18410000
494,h.kaweesi,28,B,Grotesque Rocks,Dosqaly,DF,24430000
495,u.muller,23,B,Grotesque Rocks,Dosqaly,DF,24960000
496,x.bintiawang,30,B,Grotesque Rocks,Rosvi,DF,16170000
497,o.tshuma,25,B,Grotesque Rocks,Rarita,DFMF,28050000
498,d.tshuma,25,B,Grotesque Rocks,Coastpa Barleslands,FW,24970000
499,b.ghorbani,26,B,Grotesque Rocks,Ngogalar,FW,32930000
500,b.okyere,21,B,Grotesque Rocks,Dosqaly,FWDF,12320000
501,j.lorenz,24,B,Grotesque Rocks,Biarizea,FWMF,38630000
502,k.vandermeer,18,B,Grotesque Rocks,Central Diasongo,FWMF,24060000
503,c.kwakye,28,B,Grotesque Rocks,Nancipenuaroe,FWMF,35500000
504,k.imai,28,B,Grotesque Rocks,Pierrema,FWMF,37100000
505,u.dewi,23,B,Grotesque Rocks,Reugha,FWMF,31940000
506,u.yamasaki,23,B,Grotesque Rocks,Coastpa Barleslands,GK,19570000
507,s.bintiothman,37,B,Grotesque Rocks,Lylimi,GK,14740000
508,t.bukar,28,B,Grotesque Rocks,Southern Ristan,GK,11540000
509,b.guillot,26,B,Grotesque Rocks,Central Diasongo,MF,20290000
510,b.nalwanga,32,B,Grotesque Rocks,Dosqaly,MF,29480000
511,k.kaudha,22,B,Grotesque Rocks,Dosqaly,MF,21850000
512,t.orishaba,26,B,Grotesque Rocks,Dosqaly,MF,33130000
513,x.odongo,26,B,Grotesque Rocks,Unicorporated Tiagascar,MF,10030000
514,o.soleimani,22,B,Grotesque Rocks,Dosqaly,MFFW,32590000
515,u.sun,24,B,Grotesque Rocks,Reugha,MFFW,3780000
516,o.barone,32,B,Jumping Beans,Biarizea,DF,22340000
517,g.sande,24,B,Jumping Beans,Central Diasongo,DF,16390000
518,o.kembabazi,20,B,Jumping Beans,Giumle Lizeibon,DF,1690000
519,t.muhumuza,19,B,Jumping Beans,Reugha,DF,29660000
520,c.mashiri,22,B,Jumping Beans,Southern Ristan,DF,17560000
521,k.ahimbisibwe,22,B,Jumping Beans,Southern Ristan,DF,16160000
522,l.wenene,25,B,Jumping Beans,Southern Ristan,DF,17550000
523,q.mutabazi,22,B,Jumping Beans,Byasier Pujan,FW,10510000
524,o.chelimo,20,B,Jumping Beans,Ngoque Blicri,FW,23700000
525,o.ghanbari,23,B,Jumping Beans,Coastpa Barleslands,FWMF,22670000
526,q.nampijja,18,B,Jumping Beans,Reugha,FWMF,20170000
527,a.lamunu,20,B,Jumping Beans,Dosqaly,GK,25300000
528,k.adero,24,B,Jumping Beans,Rosvi,GK,12060000
529,t.makaza,29,B,Jumping Beans,Central Namemo Laand,MF,21920000
530,w.nantale,19,B,Jumping Beans,Central Namemo Laand,MF,8410000
531,h.taniguchi,18,B,Jumping Beans,Coastpa Barleslands,MF,23980000
532,j.bah,20,B,Jumping Beans,Dosqaly,MF,18540000
533,k.akullu,29,B,Jumping Beans,Dosqaly,MF,24260000
534,t.mugoya,21,B,Jumping Beans,Dosqaly,MF,20330000
535,n.grgi,23,B,Jumping Beans,Ingre,MF,25240000
536,c.kova,27,B,Jumping Beans,Loco Phirema,MF,25200000
537,r.rusere,22,B,Jumping Beans,Tercapetralgrorus,MF,25090000
538,h.rees,24,B,Jumping Beans,Eastern Covaki,MFDF,23010000
539,c.nafuna,23,B,Jumping Beans,Dosqaly,MFFW,26240000
540,h.kovacs,18,B,Jumping Beans,Dosqaly,MFFW,22040000
541,x.opira,18,B,Jumping Beans,Dosqaly,MFFW,11190000
542,e.ayerango,25,B,Jumping Beans,Loco Phirema,MFFW,6670000
543,v.nabbosa,22,B,Jumping Beans,Quewenia,MFFW,10700000
544,e.muwanguzi,25,B,Jumping Beans,Reugha,MFFW,28530000
545,a.namataka,20,B,Mean Colts,Dosqaly,DF,4990000
546,d.kugonza,23,B,Mean Colts,Dosqaly,DF,18090000
547,k.kao,20,B,Mean Colts,Dosqaly,DF,18550000
548,m.guma,19,B,Mean Colts,Dosqaly,DF,22060000
549,u.francisco,27,B,Mean Colts,Dosqaly,DF,19670000
550,v.chauke,27,B,Mean Colts,Dosqaly,DF,23920000
551,k.nanyonjo,21,B,Mean Colts,Imaar Vircoand,DF,10010000
552,h.parn,26,B,Mean Colts,Iverde,DF,16810000
553,c.nurjanah,28,B,Mean Colts,New Somoe,DF,15050000
554,c.oloya,25,B,Mean Colts,Reugha,DF,14890000
555,m.heinonen,27,B,Mean Colts,Reugha,DF,24310000
556,q.turinawe,26,B,Mean Colts,Rosvi,DF,9130000
557,y.binabubakar,21,B,Mean Colts,Central Namemo Laand,FW,30190000
558,e.tahirovi,23,B,Mean Colts,Dosqaly,FW,28320000
559,s.lombardo,29,B,Mean Colts,Dosqaly,FW,26820000
560,z.basile,18,B,Mean Colts,Dosqaly,FW,31410000
561,m.wojcik,25,B,Mean Colts,Dosqaly,FWMF,19610000
562,j.ogawa,34,B,Mean Colts,Dosqaly,GK,8370000
563,a.chipeta,22,B,Mean Colts,Zamlie Niabangthe,GK,22410000
564,h.dehghan,25,B,Mean Colts,Central Diasongo,MF,18500000
565,a.engi,26,B,Mean Colts,Dosqaly,MF,28800000
566,b.grabowski,35,B,Mean Colts,Dosqaly,MF,16950000
567,q.messina,29,B,Mean Colts,Dosqaly,MF,19270000
568,v.foong,20,B,Mean Colts,Dosqaly,MF,4050000
569,z.robin,20,B,Mean Colts,Reugha,MF,17370000
570,v.apio,19,B,Mean Colts,Greri Landmoslands,MFFW,31290000
571,e.kunihira,29,B,Mean Colts,Lenia Gerdanho,MFFW,40710000
572,f.sepp,22,B,Mean Poets,Dosqaly,DF,11430000
573,g.bernardi,34,B,Mean Poets,Dosqaly,DF,28420000
574,j.driwaru,22,B,Mean Poets,Dosqaly,DF,9610000
575,l.masson,26,B,Mean Poets,Dosqaly,DF,18480000
576,l.namugaya,23,B,Mean Poets,Dosqaly,DF,19120000
577,q.nakintu,30,B,Mean Poets,Dosqaly,DF,17250000
578,r.okoye,34,B,Mean Poets,Dosqaly,DF,15700000
579,k.koskinen,19,B,Mean Poets,New Rapore,DF,17390000
580,c.namanda,36,B,Mean Poets,Puway,DF,10460000
581,d.gunther,29,B,Mean Poets,Puway,DF,13690000
582,h.suleiman,21,B,Mean Poets,People's Land of Maneau,DFMF,24870000
583,r.lor,26,B,Mean Poets,Dosqaly,FW,35610000
584,e.kaweesi,23,B,Mean Poets,Giumle Lizeibon,FW,26440000
585,x.ngwenya,21,B,Mean Poets,Republic of Denand Landsa,FW,37460000
586,a.tusingwire,21,B,Mean Poets,Dosqaly,FWMF,24400000
587,m.musenero,21,B,Mean Poets,Dosqaly,FWMF,22640000
588,n.soto,23,B,Mean Poets,Lenia Gerdanho,FWMF,31860000
589,u.tan,23,B,Mean Poets,Varijitri Isles,FWMF,11110000
590,a.suboti,31,B,Mean Poets,Dosqaly,GK,12380000
591,t.bonabana,26,B,Mean Poets,Dosqaly,GK,9890000
592,o.majhi,27,B,Mean Poets,Dosqaly,MF,27340000
593,p.giramia,29,B,Mean Poets,Dosqaly,MF,22520000
594,w.muwanga,33,B,Mean Poets,Dosqaly,MF,21640000
595,g.shah,25,B,Mean Poets,Central Namemo Laand,MFFW,13510000
596,b.rubio,20,B,Mean Poets,Dosqaly,MFFW,22760000
597,h.hovhannisyan,34,B,Mean Poets,Dosqaly,MFFW,29210000
598,x.chevalier,23,B,Mean Poets,Dosqaly,MFFW,25970000
599,w.muchenje,24,B,Overconfident Kangaroos,Biarizea,DF,10490000
600,c.prakash,18,B,Overconfident Kangaroos,Dosqaly,DF,8840000
601,f.binishak,32,B,Overconfident Kangaroos,Dosqaly,DF,14680000
602,k.amer,22,B,Overconfident Kangaroos,Dosqaly,DF,24570000
603,k.ber,19,B,Overconfident Kangaroos,Dosqaly,DF,17830000
604,s.aisyah,23,B,Overconfident Kangaroos,Dosqaly,DF,10830000
605,b.savolainen,26,B,Overconfident Kangaroos,Lefghau,DF,22460000
606,y.koay,28,B,Overconfident Kangaroos,Reugha,DF,13180000
607,h.kabugho,26,B,Overconfident Kangaroos,Sobianitedrucy,DF,11690000
608,v.thakor,18,B,Overconfident Kangaroos,Dosqaly,DFMF,27750000
609,q.mangwiro,25,B,Overconfident Kangaroos,Coastpa Barleslands,FW,20440000
610,e.akwii,18,B,Overconfident Kangaroos,Dosqaly,FW,12920000
611,f.chiumia,24,B,Overconfident Kangaroos,Dosqaly,FW,28800000
612,k.katongole,17,B,Overconfident Kangaroos,Dosqaly,FW,9190000
613,e.desantis,23,B,Overconfident Kangaroos,Dosqaly,FWMF,22400000
614,g.leclercq,18,B,Overconfident Kangaroos,Dosqaly,FWMF,14560000
615,h.sugiyama,26,B,Overconfident Kangaroos,Dosqaly,FWMF,28570000
616,q.ajiko,23,B,Overconfident Kangaroos,Lefghau,FWMF,38960000
617,e.wibowo,28,B,Overconfident Kangaroos,Coastpa Barleslands,GK,16090000
618,v.arnold,26,B,Overconfident Kangaroos,Coastpa Barleslands,GK,15590000
619,b.ochieng,36,B,Overconfident Kangaroos,Dosqaly,GK,24940000
620,g.nakisuyi,24,B,Overconfident Kangaroos,Central Namemo Laand,MF,20200000
621,i.salminen,17,B,Overconfident Kangaroos,Dosqaly,MF,10790000
622,m.jha,30,B,Overconfident Kangaroos,Dosqaly,MF,25320000
623,p.hakim,16,B,Overconfident Kangaroos,Dosqaly,MF,26620000
624,y.ademovi,31,B,Overconfident Kangaroos,Dosqaly,MF,22560000
625,y.zia,29,B,Overconfident Kangaroos,Dosqaly,MF,15920000
626,d.kakande,27,B,Overconfident Kangaroos,Dosqaly,MFFW,22650000
627,f.bello,26,B,Overconfident Kangaroos,Dosqaly,MFFW,24890000
628,q.awekonimungu,24,B,Overconfident Kangaroos,Dosqaly,MFFW,28840000
629,u.mustapha,19,B,Overconfident Kangaroos,Dosqaly,MFFW,24470000
630,b.amin,#N/A,B,Overconfident Kangaroos,Southern Ristan,MFFW,24760000
631,x.ssemakula,22,B,Serious Thunderbirds,Central Namemo Laand,DF,15690000
632,v.ezra,22,B,Serious Thunderbirds,Coastpa Barleslands,DF,15160000
633,z.patel,24,B,Serious Thunderbirds,Coastpa Barleslands,DF,19120000
634,a.nakiranda,19,B,Serious Thunderbirds,Dosqaly,DF,23190000
635,b.simango,22,B,Serious Thunderbirds,Dosqaly,DF,4720000
636,e.fernando,28,B,Serious Thunderbirds,Dosqaly,DF,21360000
637,e.schmitz,21,B,Serious Thunderbirds,Dosqaly,DF,17850000
638,q.ueda,18,B,Serious Thunderbirds,Dosqaly,DF,23280000
639,t.yldz,23,B,Serious Thunderbirds,Dosqaly,DF,15590000
640,u.chen,35,B,Serious Thunderbirds,Dosqaly,DF,27720000
641,l.rostami,27,B,Serious Thunderbirds,Former Maneau,DF,19040000
642,z.donkor,21,B,Serious Thunderbirds,Ingre,DF,9650000
643,d.kyambadde,18,B,Serious Thunderbirds,Iverde,DF,11710000
644,s.agustina,29,B,Serious Thunderbirds,Lefghau,DF,6580000
645,b.miyasaki,19,B,Serious Thunderbirds,Dosqaly,DFMF,9710000
646,c.nankya,19,B,Serious Thunderbirds,Dosqaly,FW,35850000
647,i.okada,33,B,Serious Thunderbirds,Dosqaly,FW,29310000
648,k.woniak,23,B,Serious Thunderbirds,Dosqaly,FW,30830000
649,m.galli,18,B,Serious Thunderbirds,Dosqaly,FW,8840000
650,u.rees,32,B,Serious Thunderbirds,Dosqaly,FW,26660000
651,v.gallo,29,B,Serious Thunderbirds,Tabhu Striary,FW,28500000
652,k.guerra,20,B,Serious Thunderbirds,Dosqaly,FWMF,25510000
653,h.kamal,34,B,Serious Thunderbirds,Dosqaly,GK,31230000
654,i.sano,18,B,Serious Thunderbirds,Dosqaly,GK,5240000
655,j.lunkuse,20,B,Serious Thunderbirds,People's Land of Maneau,GK,27040000
656,t.khaukha,23,B,Serious Thunderbirds,Central Namemo Laand,MF,22280000
657,e.pang,18,B,Serious Thunderbirds,Dosqaly,MF,11150000
658,h.nsungwa,21,B,Serious Thunderbirds,Dosqaly,MF,24890000
659,n.oyama,30,B,Serious Thunderbirds,Dosqaly,MF,11790000
660,o.amanyire,20,B,Serious Thunderbirds,Dosqaly,MF,18380000
661,r.mujuni,16,B,Serious Thunderbirds,Dosqaly,MF,13520000
662,g.avraham,22,B,Serious Thunderbirds,Dosqaly,MFDF,17810000
663,d.dumitru,25,B,Serious Thunderbirds,Czechnor,MFFW,28060000
664,g.debnath,17,B,Serious Thunderbirds,Dosqaly,MFFW,28990000
665,h.chirwa,18,B,Serious Thunderbirds,Dosqaly,MFFW,22110000
666,n.masango,19,B,Serious Thunderbirds,Dosqaly,MFFW,5680000
667,n.opolot,18,B,Serious Thunderbirds,Dosqaly,MFFW,1630000
668,t.amutuhaire,22,B,Serious Thunderbirds,Dosqaly,MFFW,10890000
669,z.katusiime,31,B,Serious Thunderbirds,Dosqaly,MFFW,17530000
670,h.munetsi,30,B,Serious Thunderbirds,Pierrema,MFFW,27800000
671,e.ilukol,24,B,Simple Jayhawks,Dosqaly,DF,21600000
672,f.olinga,28,B,Simple Jayhawks,Dosqaly,DF,17170000
673,m.ruggiero,24,B,Simple Jayhawks,Dosqaly,DF,19470000
674,l.masaba,33,B,Simple Jayhawks,Nancipenuaroe,DF,14600000
675,j.schuster,23,B,Simple Jayhawks,Reugha,DF,15160000
676,r.dumont,25,B,Simple Jayhawks,Tabhu Striary,DF,7420000
677,d.tshuma,25,B,Simple Jayhawks,Coastpa Barleslands,FW,30920000
678,x.kwesiga,21,B,Simple Jayhawks,Coastpa Barleslands,FW,20670000
679,a.salazar,23,B,Simple Jayhawks,Rarita,FW,22880000
680,u.musekiwa,22,B,Simple Jayhawks,Southern Ristan,FW,21360000
681,e.okonkwo,20,B,Simple Jayhawks,Coastpa Barleslands,FWMF,14060000
682,s.moss,26,B,Simple Jayhawks,Coastpa Barleslands,FWMF,36280000
683,y.khatun,22,B,Simple Jayhawks,Coastpa Barleslands,FWMF,26150000
684,a.tushabomwe,24,B,Simple Jayhawks,New Somoe,FWMF,37230000
685,j.chukwu,26,B,Simple Jayhawks,Dosqaly,GK,8810000
686,r.rizzi,32,B,Simple Jayhawks,Pierrema,GK,20690000
687,f.evans,23,B,Simple Jayhawks,Central Diasongo,MF,15110000
688,q.kaseke,24,B,Simple Jayhawks,Central Diasongo,MF,25010000
689,j.sembiring,21,B,Simple Jayhawks,Coastpa Barleslands,MF,4220000
690,o.muwonge,17,B,Simple Jayhawks,Coastpa Barleslands,MF,15890000
691,a.nwachukwu,24,B,Simple Jayhawks,Dosqaly,MF,17850000
692,p.oravec,29,B,Simple Jayhawks,Dosqaly,MF,24660000
693,p.otoo,18,B,Simple Jayhawks,Reugha,MF,28260000
694,e.ooi,22,B,Simple Jayhawks,Reugha,MFDF,16860000
695,e.maulana,22,B,Simple Jayhawks,Dosqaly,MFFW,26020000
696,g.nugroho,22,B,Simple Jayhawks,New Rapore,MFFW,19400000
697,h.amponsah,27,B,Simple Jayhawks,Pierrema,MFFW,34760000
698,s.nalugwa,33,B,Simple Privateers,Biarizea,DF,17430000
699,m.ma,19,B,Simple Privateers,Central Namemo Laand,DF,9760000
700,j.kinoshita,32,B,Simple Privateers,Czechnor,DF,8790000
701,k.ber,19,B,Simple Privateers,Dosqaly,DF,10420000
702,h.naluyima,25,B,Simple Privateers,Lenia Gerdanho,DF,18000000
703,b.bos,24,B,Simple Privateers,Nathuacamana,DF,17750000
704,n.gumbo,19,B,Simple Privateers,People's Land of Maneau,DF,19030000
705,h.lefebvre,25,B,Simple Privateers,Reugha,DF,29870000
706,p.xu,18,B,Simple Privateers,Dosqaly,DFMF,18820000
707,d.ochan,27,B,Simple Privateers,Coastpa Barleslands,FW,21260000
708,u.utomo,19,B,Simple Privateers,Dosqaly,FW,15800000
709,x.akol,19,B,Simple Privateers,Dosqaly,FW,35150000
710,y.fong,22,B,Simple Privateers,Dosqaly,FW,17850000
711,o.martini,24,B,Simple Privateers,Tercapetralgrorus,FW,32990000
712,p.otto,30,B,Simple Privateers,Dosqaly,FWDF,20210000
713,c.shumba,21,B,Simple Privateers,Cabral Retrea,FWMF,11110000
714,f.namajja,25,B,Simple Privateers,Central Badad,FWMF,20530000
715,h.jiu,26,B,Simple Privateers,Central Diasongo,FWMF,24920000
716,f.bizjak,19,B,Simple Privateers,Dosqaly,FWMF,28770000
717,j.kirabo,34,B,Simple Privateers,Dosqaly,FWMF,26560000
718,v.nagawa,21,B,Simple Privateers,Dosqaly,FWMF,33720000
719,v.arnold,26,B,Simple Privateers,Coastpa Barleslands,GK,11630000
720,z.lefevre,21,B,Simple Privateers,Quewenia,GK,21100000
721,y.goh,26,B,Simple Privateers,Tito Mia,GK,18900000
722,r.ferretti,22,B,Simple Privateers,Coastpa Barleslands,MF,10900000
723,b.binawang,26,B,Simple Privateers,Czechnor,MF,27310000
724,h.karjalainen,17,B,Simple Privateers,Dosqaly,MF,14270000
725,j.ssemanda,19,B,Simple Privateers,Dosqaly,MF,12660000
726,w.mugisha,28,B,Simple Privateers,Dosqaly,MF,20160000
727,e.becker,18,B,Simple Privateers,Central Namemo Laand,MFDF,15790000
728,b.nakabugo,32,B,Simple Privateers,Sina Daofra,MFDF,21130000
729,o.ali,23,B,Simple Privateers,Loco Phirema,MFFW,26800000
730,t.owiny,25,B,Simple Privateers,Pierrema,MFFW,22680000
731,f.baguma,28,B,Solemn Leopards,Coastpa Barleslands,DF,27960000
732,f.hubert,26,B,Solemn Leopards,Dosqaly,DF,27540000
733,s.chelangat,22,B,Solemn Leopards,Dosqaly,DF,11610000
734,g.jumbe,21,B,Solemn Leopards,Imaar Vircoand,DF,18370000
735,k.golan,33,B,Solemn Leopards,Lylimi,DF,13050000
736,m.tseu,#N/A,B,Solemn Leopards,Manlisgamncent,DF,18350000
737,a.pena,30,B,Solemn Leopards,Nganion,DF,19020000
738,s.candiru,22,B,Solemn Leopards,Nganion,DF,19920000
739,p.chi,30,B,Solemn Leopards,Rarita,DF,12610000
740,r.mutumba,21,B,Solemn Leopards,Dosqaly,DFFW,30020000
741,w.salamah,18,B,Solemn Leopards,Lefghau,DFFW,16480000
742,c.omar,30,B,Solemn Leopards,Dosqaly,FW,28270000
743,t.marques,19,B,Solemn Leopards,Dosqaly,FW,29270000
744,p.jackson,30,B,Solemn Leopards,Imaar Vircoand,FW,26230000
745,f.nyakaisiki,26,B,Solemn Leopards,Nkasland Cronestan,FW,26960000
