,Player,Squad,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,
357,z.bintizakaria,Overconfident Kangaroos,20440000,22258582.84,24238968.21,26395551.96,28744010.76,31301416.09,34086358.28,37119081.68,40421631.84,44018015.71,47934376.19
358,l.kyalisiima,Overconfident Kangaroos,24470000,26033952.17,27697861.29,29468115.9,31351512.88,33355283.48,35487121.17,37755211.08,40168261.53,42735537.38,45466895.64
359,c.kadosh,Overconfident Kangaroos,28570000,30918367.42,33459763.53,36210054.7,39186411.47,42407415.75,45893176.82,49665456.88,53747806.93,58165713.79,62946759.21
360,c.guerrero,Overconfident Kangaroos,28840000,30725733.28,32734767.19,34875163.87,37155512.59,39584964.28,42173268.19,44930811.03,47868658.67,50998600.52,54333196.86
361,w.kong,Overconfident Kangaroos,16090000,16090000,16090000,16090000,16090000,16090000,16090000,16090000,16090000,16090000,16090000
362,w.nasiru,Overconfident Kangaroos,24940000,26856804.84,28920928.87,31143694.56,33537294.57,36114858.66,38890525.69,41879521.19,45098240.87,48564340.56,52296833.05
363,g.magnusson,Overconfident Kangaroos,20200000,20230044.62,20260133.93,20290267.99,20320446.87,20350670.64,20380939.36,20411253.1,20441611.93,20472015.92,20502465.12
364,h.cardoso,Overconfident Kangaroos,24890000,27112126.91,29532640.65,32169252.77,35041256.08,38169665.82,41577373.4,45289313.96,49332648.77,53736964.02,58534487.28
365,i.nayak,Overconfident Kangaroos,10790000,11035459.72,11286503.35,11543257.93,11805853.37,12074422.54,12349101.35,12630028.78,12917346.97,13211201.3,13511740.48
366,a.abbo,Overconfident Kangaroos,25320000,25664627.7,26013946.09,26368019.02,26726911.19,27090688.21,27459416.55,27833163.61,28211997.7,28595988.06,28985204.87
367,w.yahaya,Overconfident Kangaroos,22560000,22894898.79,23234769.08,23579684.68,23929720.48,24284952.5,24645457.87,25011314.87,25382602.94,25759402.72,26141796.01
368,x.agbaria,Overconfident Kangaroos,15920000,15920000,15920000,15920000,15920000,15920000,15920000,15920000,15920000,15920000,15920000
369,j.moller,Overconfident Kangaroos,22650000,23182218.71,23726943.23,24284467.43,24855092.06,25439124.95,26036881.16,26648683.16,27274860.98,27915752.43,28571703.23
370,d.namugerwa,Overconfident Kangaroos,38960000,41734440.47,44706455.89,47890116.07,51300492.77,54953731.06,58867125.71,63059203.12,67549809.01,72360202.34,77513155.98
371,h.ruiz,Serious Thunderbirds,15690000,15985461.04,16286485.95,16593179.52,16905648.49,17224001.61,17548349.69,17878805.63,18215484.43,18558503.29,18907981.6
372,j.dubois,Serious Thunderbirds,23190000,25082840.49,27130180.54,29344630.91,31739831.67,34330536.21,37132702.18,40163589.71,43441867.79,46987729.2,50823014.94
373,v.alvarez,Serious Thunderbirds,21360000,22105116.28,22876224.99,23674232.83,24500078.17,25354732.06,26239199.45,27154520.36,28101771.07,29082065.41,30096556.07
374,u.vitale,Serious Thunderbirds,17850000,18124146.76,18402503.96,18685136.27,18972109.36,19263489.88,19559345.52,19859745.03,20164758.18,20474455.83,20788909.93
375,p.ferri,Serious Thunderbirds,27720000,28692994.77,29700142.46,30742641.86,31821733.84,32938702.84,34094878.37,35291636.61,36530402.05,37812649.17,39139904.22
376,a.nangobi,Serious Thunderbirds,19040000,19211531.53,19384608.39,19559244.5,19735453.91,19913250.8,20092649.45,20273664.31,20456309.94,20640601.02,20826552.38
377,a.tumuhaise,Serious Thunderbirds,6580000,7216066.67,7913619.78,8678603.02,9517534.65,10437563,11446527.42,12553025.07,13766484.16,15097244.3,16556644.58
378,k.yousefi,Serious Thunderbirds,25510000,26846538.78,28253102.49,29733359.92,31291172.09,32930602.31,34655926.77,36471645.71,38382495.13,40393459.19,42509783.17
379,y.musah,Serious Thunderbirds,10890000,11262307.69,11647343.85,12045543.64,12457357.1,12883249.65,13323702.63,13779213.83,14250298.06,14737487.74,15241333.48
380,q.donati,Serious Thunderbirds,28060000,29858308.68,31771867.34,33808062.1,35974752.46,38280301.63,40733608.79,43344143.45,46121981.99,49077846.59,52223146.58
381,p.romero,Serious Thunderbirds,29310000,29818677.54,30336183.23,30862670.27,31398294.53,31943214.61,32497591.81,33061590.28,33635376.99,34219121.82,34812997.59
382,j.amsalem,Serious Thunderbirds,28500000,28864605.54,29233875.55,29607869.69,29986648.41,30370272.91,30758805.19,31152308.03,31550845.01,31954480.56,32363279.88
383,x.hasanovi,Serious Thunderbirds,31230000,33173908.16,35238814.69,37432251.12,39762217.77,42237212.96,44866263.97,47658959.99,50625487.09,53776665.37,57123988.42
384,o.kantono,Serious Thunderbirds,5240000,5720333.33,6244697.22,6817127.8,7442031.18,8124217.37,8868937.3,9681923.22,10569432.85,11538297.53,12595974.8
385,r.kovalenko,Serious Thunderbirds,15160000,15260664.01,15361996.44,15464001.73,15566684.34,15670048.78,15774099.57,15878841.27,15984278.46,16090415.77,16197257.84
386,b.alvarez,Serious Thunderbirds,17810000,18219190.12,18637781.51,19065990.16,19504037.03,19952148.16,20410554.78,20879493.44,21359206.09,21849940.29,22351949.26
387,e.nakyeyune,Serious Thunderbirds,24890000,26807100.82,28871862.37,31095657.92,33490736.72,36070291.52,38848531.19,41840759.04,45063457.05,48534376.72,52272636.81
388,l.hofmann,Serious Thunderbirds,1630000,1747960.53,1874457.67,2010109.21,2155577.64,2311573.39,2478858.31,2658249.37,2850622.68,3056917.74,3278142.05
389,l.ozturk,Serious Thunderbirds,11790000,12076811.47,12370600.11,12671535.64,12979791.94,13295547.09,13618983.51,13950288.06,14289652.14,14637271.83,14993347.95
390,e.hussain,Serious Thunderbirds,35850000,38863698.22,42130740.28,45672423.31,49511834.77,53674002.92,58186060.01,63077419.15,68379966.03,74128266.78,80359793.28
391,w.bruno,Serious Thunderbirds,27800000,28021754.89,28245278.68,28470585.47,28697689.49,28926605.07,29157346.66,29389928.83,29624366.27,29860673.76,30098866.22
392,a.bianco,Simple Jayhawks,21600000,21904225.35,22212735.57,22525591,22842852.84,23164583.17,23490844.9,23821701.87,24157218.8,24497461.32,24842495.98
393,q.nakyeyune,Simple Jayhawks,17170000,17932414.84,18728683.87,19560310.34,20428864.27,21335985.37,22283386.18,23272855.28,24306260.65,25385553.25,26512770.64
394,w.akena,Simple Jayhawks,19470000,19470000,19470000,19470000,19470000,19470000,19470000,19470000,19470000,19470000,19470000
395,k.babi,Simple Jayhawks,14600000,15139204.55,15698322.9,16278090.5,16879269.98,17502652.11,18149056.88,18819334.54,19514366.79,20235067.83,20982385.68
396,l.babirye,Simple Jayhawks,7420000,7776327.68,8149767.15,8541140.15,8951307.89,9381172.96,9831681.27,10303824.15,10798640.57,11317219.35,11860701.64
397,m.naigaga,Simple Jayhawks,16860000,17655875.78,18489320.84,19362108.66,20276096.4,21233228.9,22235542.81,23285170.92,24384346.69,25535409.02,26740807.21
398,v.namayanja,Simple Jayhawks,30920000,32921707.99,35053003.13,37322274.69,39738455,42311054.71,45050200.12,47966673.13,51071953.63,54378264.67,57898620.65
399,b.chavez,Simple Jayhawks,14060000,15032973.38,16073278.01,17185573.29,18374841.1,19646408.05,21005969.37,22459614.4,24013853.87,25675649.08,27452443.05
400,u.nakafeero,Simple Jayhawks,36280000,37942876.91,39681971.01,41500775.68,43402944.41,45392298.16,47472833.01,49648728.21,51924354.56,54304283.17,56793294.71
401,e.ishida,Simple Jayhawks,20670000,22404242.27,24283989.91,26321451.05,28529858.06,30923553.54,33518083.47,36330298.13,39378461.58,42682370.26,46263481.55
402,m.desmet,Simple Jayhawks,34760000,35547443.37,36352725.25,37176249.77,38018430.19,38879689.13,39760458.78,40661181.15,41582308.23,42524302.27,43487635.98
403,i.waiswa,Simple Jayhawks,22880000,23602091.97,24346973.15,25115362.74,25908002.68,26725658.31,27569119.13,28439199.53,29336739.64,30262606.09,31217692.84
404,e.kuhn,Simple Jayhawks,20690000,22099953.54,23605990.64,25214659.08,26932952.83,28768342.49,30728807.75,32822872.09,35059639.83,37448835.73,40000847.25
405,j.jere,Simple Jayhawks,15110000,15670013.73,16250782.94,16853076.88,17477693.32,18125459.58,18797233.65,19493905.32,20216397.35,20965666.71,21742705.83
406,d.asaba,Simple Jayhawks,25010000,26204444.91,27455934.95,28767194.51,30141078.12,31580576.62,33088823.68,34669102.65,36324853.67,38059681.21,39877361.83
407,l.chiu,Simple Jayhawks,17850000,19090623.13,20417472.91,21836542.32,23354240.89,24977423.6,26713421.89,28570076.73,30555774.1,32679482.78,34950794.95
408,w.twinamatsiko,Simple Jayhawks,24660000,26979396.63,29516944.14,32293160.71,35330494.37,38653504.49,42289060.37,46266558.5,50618160.28,55379052.02,60587729.49
409,d.shahar,Simple Privateers,17430000,18235588.24,19078409.54,19960184.77,20882714.32,21847881.79,22857657.84,23914104.21,25019377.93,26175735.74,27385538.65
410,f.fujihara,Simple Privateers,9760000,10584177.78,11477952.79,12447202.14,13498299.21,14638155.58,15874266.5,17214760.12,18668450.97,20244897.94,21954467.1
411,j.ssempijja,Simple Privateers,8790000,9503579.34,10275087.62,11109227.58,12011083.69,12986153.21,14040379.67,15180189.09,16412529.17,17744911.61,19185457.94
412,p.byamukama,Simple Privateers,1.80E+07,18958455.24,19967945.83,21031189.29,22151047.82,23330536.03,24572829.05,25881271.09,27259384.42,28710878.85,30239661.75
413,q.tiko,Simple Privateers,29870000,31272937.26,32741767.82,34279586.57,35889633.75,37575301.79,39340142.46,41187874.35,43122390.71,45147767.63,47268272.67
414,d.obeng,Simple Privateers,15800000,16085051.55,16375245.78,16670675.47,16971435.08,17277620.76,17589330.41,17906663.69,18229722.06,18558608.8,18893429.06
415,d.tukamuhebwa,Simple Privateers,32990000,35028648.21,37193276.62,39491670.28,41932095.35,44523328.8,47274689.96,50196074.08,53297987.9,56591587.41,60088718.01
416,t.acom,Simple Privateers,11630000,11864640.35,12104014.67,12348218.48,12597349.2,12851506.25,13110791.02,13375306.98,13645159.67,13920456.75,14201308.07
417,f.siddiqui,Simple Privateers,27310000,27996850.6,28700975.6,29422809.44,30162797.52,30921396.4,31699074.17,32496310.64,33313597.73,34151439.72,35010353.56
418,s.sarpong,Simple Privateers,20210000,20310497.27,20411494.27,20512993.49,20614997.44,20717508.61,20820529.54,20924062.76,21028110.81,21132676.25,21237761.66
419,a.mlenga,Simple Privateers,20160000,20454232.51,20752759.31,21055643.06,21362947.36,21674736.73,21991076.62,22312033.45,22637674.61,22968068.45,23303284.34
420,f.ribeiro,Simple Privateers,22680000,24459457.92,26378530.94,28448173.16,30680198.16,33087346.38,35683357.86,38483050.7,41502405.61,44758657.12,48270391.98
421,a.kiss,Simple Privateers,21130000,21961480.57,22825680.49,23723887.3,24657439.19,25627727.01,26636196.34,27684349.67,28773748.57,29906016.1,31082839.16
422,v.nakayima,Simple Privateers,26560000,26966116.21,27378442.14,27797072.76,28222104.45,28653635.1,29091764.08,29536592.27,29988222.13,30446757.63,30912304.38
423,a.lombardi,Simple Privateers,33720000,34227525.59,34742690.03,35265608.3,35796397.11,36335174.91,36882061.95,37437180.28,38000653.8,38572608.25,39153171.29
424,n.nyesiga,Solemn Leopards,27540000,27894505.33,28253573.99,28617264.72,28985637.01,29358751.14,29736668.12,30119449.8,30507158.79,30899858.52,31297613.23
425,a.avako,Solemn Leopards,30020000,31654387.07,33377755.53,35194949.81,37111078.09,39131526.67,41261975.08,43508412.08,45877152.47,48374854.83,51008540.29
426,g.abbas,Solemn Leopards,18350000,19599679.86,20934465.97,22360154.29,23882935.46,25509421.75,27246675.73,29102240.96,31084174.71,33201083,35462157.92
427,x.nabaggala,Solemn Leopards,19020000,20484733.86,22062267.16,23761286.6,25591147.86,27561927.08,29684476.39,31970483.63,34432536.73,37084193.02,39940053.86
428,r.jacobs,Solemn Leopards,12610000,12885907.62,13167852.11,13455965.57,13750382.97,14051242.24,14358684.33,14672853.27,14993896.26,15321963.68,15657209.24
429,a.andama,Solemn Leopards,27960000,28489854.23,29029749.42,29579875.87,30140427.45,30711601.74,31293600.02,31886627.42,32490892.96,33106609.59,33733994.32
430,y.nassuuna,Solemn Leopards,23400000,25622835.75,28056825.3,30722026.76,33640403.66,36836005.88,40335167.88,44166725.71,48362254.64,52956329.37,57986808.94
431,j.kyarisiima,Solemn Leopards,28270000,30283929.52,32441329.58,34752420.88,37228152.27,39880252.54,42721286.07,45764712.29,49024949.46,52517443.02,56258738.7
432,m.balaz,Solemn Leopards,34100000,37449597.42,41128221.33,45168191.54,49605002.62,54477635.73,59828901.07,65705814.06,72160008.36,79248189.53,87032633.27
433,q.coppola,Solemn Leopards,27380000,29456361.49,31690183.8,34093407.95,36678880.54,39460422.37,42452902.33,45672316.93,49135875.74,52862093.43,56870888.72
434,v.mhlanga,Solemn Leopards,26230000,26502808.17,26778453.71,27056966.13,27338375.25,27622711.2,27910004.43,28200285.67,28493586.03,28789936.88,29089369.97
435,j.kawano,Solemn Leopards,29270000,31683909.02,34296894.12,37125373.19,40187118.09,43501366.37,47088942.07,50972386.63,55176100.46,59726496.32,64652165.21
436,o.khainza,Solemn Leopards,22680000,22740159.15,22800477.88,22860956.6,22921595.74,22982395.73,23043356.99,23104479.95,23165765.05,23227212.7,23288823.34
437,j.kondowe,Solemn Leopards,22320000,23928069.16,25651993.46,27500119.79,29481396.43,31605416.34,33882463.63,36323563.31,38940534.73,41746048.76,44753689.17
438,g.tamm,Solemn Leopards,16350000,16370024.49,16390073.51,16410147.09,16430245.25,16450368.02,16470515.44,16490687.54,16510884.34,16531105.87,16551352.18
439,d.mabhena,Solemn Leopards,19460000,20458757.43,21508774.69,22612682.63,23773247.11,24993375.95,26276126.2,27624711.82,29042511.73,30533078.24,32100146
440,h.robert,Solemn Leopards,30230000,31285617.94,32378097.58,33508726.12,34678835.69,35889804.96,37143060.73,38440079.63,39782389.84,41171572.91,42609265.63
441,b.zheng,Solemn Leopards,22830000,24914383.37,27189071.33,29671438.74,32380446.77,35336787.75,38563043.23,42083856.45,45926120.59,50119184.18,54695075.28
442,i.abeja,Solemn Leopards,27090000,29064083.17,31182020.32,33454294.27,35892151.76,38507659.05,41313761.73,44324348.73,47554321.07,51019665.65,54737534.36
443,y.mutema,Solemn Leopards,24230000,25592541.41,27031703.51,28551794.94,30157366.67,31853225.56,33644448.8,35536399.06,37534740.59,39645456.17,41874864.99
444,i.binyusof,Somber Stallions,18200000,19180081.07,20212940.09,21301419.21,22448513.58,23657379.69,24931343.96,26273912,27688778.13,29179835.67,30751187.56
445,b.obonyo,Somber Stallions,20240000,21697966.1,23260955.19,24936532.47,26732808.11,28658476.49,30722858.27,32935945.52,35308450.07,37851855.37,40578472.07
446,r.ssembatya,Somber Stallions,16110000,16918650.59,17767891.85,18659761.26,19596398.56,20580050.9,21613078.22,22697958.94,23837295.86,25033822.45,26290409.36
447,n.kyohirwe,Somber Stallions,6510000,6530061.63,6550185.09,6570370.56,6590618.24,6610928.31,6631300.97,6651736.41,6672234.83,6692796.41,6713421.36
448,y.kyosiimire,Somber Stallions,24140000,25671348.02,27299838.82,29031634.76,30873289.12,32831770.9,34914491.17,37129331.14,39484671.97,41989426.49,44653072.93
449,x.driscoll,Somber Stallions,20320000,22282914.19,24435446.11,26795912.84,29384400.91,32222937.21,35335676.43,38749106.58,42492274.46,46597032.76,51098311.15
450,p.addae,Somber Stallions,18100000,18720571.43,19362419.59,20026273.98,20712889.09,21423045.28,22157549.69,22917237.11,23702970.95,24515644.24,25356180.62
451,d.muhammad,Somber Stallions,23790000,24001870.23,24215627.34,24431288.15,24648869.59,24868388.79,25089862.99,25313309.61,25538746.2,25766190.51,25995660.4
452,h.chirwa,Somber Stallions,20940000,21172554.32,21407691.33,21645439.72,21885828.47,22128886.92,22374644.72,22623131.84,22874378.6,23128415.64,23385273.95
453,p.xu,Somber Stallions,14620000,15545047.27,16528624.81,17574435.98,18686418.47,19868759.13,21125909.71,22462603.63,23883873.83,25395071.66,27001887.11
454,k.opio,Somber Stallions,16210000,16463916.04,16721809.46,16983742.57,17249778.64,17519981.93,17794417.74,18073152.36,18356253.11,18643788.41,18935827.7
455,e.sommer,Somber Stallions,14090000,14375677.05,14667146.24,14964525.02,15267933.2,15577493.04,15893329.24,16215569.08,16544342.39,16879781.63,17222021.95
456,i.marie,Somber Stallions,27140000,28727753.51,30408394.32,32187356.54,34070392.22,36063589.89,38173394.3,40406627.19,42770509.44,45272684.33,47921242.3
457,o.musonza,Somber Stallions,19540000,19721673.55,19905036.22,20090103.71,20276891.86,20465416.68,20655694.32,20847741.06,21041573.36,21237207.83,21434661.21
458,f.yunusa,Somber Stallions,28400000,28631877.88,28865648.99,29101328.76,29338932.79,29578476.8,29819976.61,30063448.19,30308907.66,30556371.23,30805855.27
459,z.ahmetovi,Somber Stallions,34480000,37563045.81,40921763.65,44580802.87,48567016.84,52909660.05,57640602.8,62794565.07,68409371.36,74526228.26,81190026.87
460,o.kuloba,Somber Stallions,28720000,29385051.66,30065503.51,30761712.18,31474042.53,32202867.88,32948570.2,33711540.3,34492178.03,35290892.52,36108102.36
461,a.nabuuma,Supreme Janes,17950000,17990089.34,18030268.21,18070536.81,18110895.35,18151344.03,18191883.05,18232512.6,18273232.9,18314044.14,18354946.52
462,l.mulyani,Supreme Janes,12520000,13666120.31,14917160.1,16282724.01,17773295.96,19400319.56,21176286.05,23114830.1,25230834.6,27540544.83,30061693.23
463,o.wagner,Supreme Janes,14680000,15382041.4,16117656.51,16888450.94,17696107.05,18542387.68,19429139.99,20358299.43,21331894.05,22352048.87,23420990.53
464,p.amaniyo,Supreme Janes,15230000,16063220.22,16942025.21,17868908.86,18846501.52,19877577.43,20965062.62,22112043.19,23321774.09,24597688.32,25943406.73
465,q.muduwa,Supreme Janes,11090000,11848564.55,12659015.49,13524901.91,14450015.62,15438407.83,16494406.82,17622636.96,18828038.91,20115891.29,21491833.75
466,s.bukirwa,Supreme Janes,13740000,14703084.11,15733674.12,16836501.75,18016630.37,19279478.3,20630843.6,22076930.76,23624379.18,25280293.61,27052276.81
467,a.palmieri,Supreme Janes,18460000,19652341.41,20921696.79,22273040.53,23711668.29,25243217.8,26873690.92,28609477.19,30457378.83,32424637.44,34518962.35
468,a.samanya,Supreme Janes,23370000,25273341.05,27331697.37,29557694.01,31964984.22,34568333.24,37383708.83,40428379.24,43721019.1,47281823.99,51132634.27
469,f.lakot,Supreme Janes,32890000,35807749.09,38984338.55,42442730.71,46207924.96,50307138.43,54770002.75,59628778.23,64918587.09,70677667.31,76947649.05
470,g.lombardo,Supreme Janes,15340000,15350006.52,15360019.57,15370039.16,15380065.27,15390097.93,15400137.14,15410182.89,15420235.19,15430294.05,15440359.48
471,g.munsaka,Supreme Janes,34320000,35381868.43,36476591.3,37605185.15,38768697.93,39968210.07,41204835.37,42479722.14,43794054.18,45149051.95,46545973.66
472,k.adong,Supreme Janes,23710000,25460330.62,27339874.95,29358171.88,31525464.46,33852751.92,36351845.47,39035428.26,41917119.75,45011544.81,48334407.94
473,y.low,Supreme Janes,20640000,21027127.34,21421515.72,21823301.3,22232622.85,22649621.69,23074441.85,23507229.99,23948135.59,24397310.89,24854910.99
474,e.ciobanu,Supreme Janes,17110000,17200475.91,17291430.25,17382865.54,17474784.34,17567189.19,17660082.67,17753467.36,17847345.86,17941720.78,18036594.75
475,f.kimera,Supreme Janes,24590000,25363594.8,26161526.68,26984561.29,27833488.34,28709122.41,29612303.7,30543898.82,31504801.68,32495934.28,33518247.65
476,h.jew,Supreme Janes,33340000,35309898.35,37396188.4,39605747.18,41945858.04,44424234.66,47049046.49,49828945.68,52773095.58,55891200.98,59193540.04
477,f.kabanda,Supreme Janes,27350000,27994854.04,28654912.35,29330533.41,30022084.16,30729940.19,31454485.94,32196114.91,32955229.89,33732243.17,34527576.75
478,h.lwanga,Swift Rustlers,22690000,23692411.41,24739107.91,25832045.95,26973268.42,28164908.44,29409193.39,30708449.06,32065103.97,33481693.93,34960866.78
479,j.takali,Swift Rustlers,34970000,37860708.98,40990371.3,44378739.45,48047198.72,52018902.14,56318916.66,60974381.28,66014678.44,71471619.35,77379644.85
480,z.mlilo,Swift Rustlers,17560000,18825006.11,20181142.08,21634972.82,23193536.19,24864377.01,26655583.66,28575827.17,30634403.24,32841277.23,35207132.36
481,m.hassan,Swift Rustlers,25600000,27757729.78,30097326.65,32634119.54,35384729.36,38367177.96,41601006.17,45107401.86,48909338.74,53031726.89,57501575.96
482,f.aziz,Swift Rustlers,30680000,31907200,33183488,34510827.52,35891260.62,37326911.05,38819987.49,40372786.99,41987698.47,43667206.41,45413894.66
483,s.vidal,Swift Rustlers,28080000,28291582.35,28504758.96,28719541.86,28935943.15,29153975.01,29373649.74,29594979.72,29817977.41,30042655.39,30269026.31
484,w.santoro,Swift Rustlers,23440000,23460017.08,23480051.25,23500102.53,23520170.94,23540256.48,23560359.18,23580479.04,23600616.09,23620770.33,23640941.78
485,e.gamal,Swift Rustlers,22360000,24282156.39,26369549.14,28636382.65,31098082.37,33771399.8,36674526.45,39827217.65,43250926.98,46968952.27,51006594.12
486,i.chandra,Swift Rustlers,8550000,9036155.75,9549954.47,10092967.95,10666857.35,11273378.29,11914386.2,12591842.03,13307818.21,14064505.03,14864217.31
487,p.igwe,Swift Rustlers,20670000,22653706.26,24827789.41,27210520,29821921.97,32683940.99,35820628.86,39258345.63,43025981.13,47155197.77,51680696.6
488,j.mushabe,Swift Rustlers,16290000,16595628.52,16906991.15,17224195.49,17547351.13,17876569.72,18211965.03,18553652.93,18901751.48,19256380.97,19617663.91
489,k.abou,Swift Rustlers,27020000,28630603.92,30337212.47,32145548.27,34061675.07,36092018.05,38243385.41,40522991.12,42938479.22,45497949.36,48209983.98
490,k.oloya,Swift Rustlers,17110000,17363707,17621175.96,17882462.68,18147623.75,18416716.63,18689799.61,18966931.87,19248173.45,19533585.28,19823229.18
491,b.lai,Unaccountable Foxes,29950000,31529086.12,33191428.09,34941415.51,36783669.41,38723054.44,40764691.75,42913972.51,45176572.12,47558465.2,50065941.4
492,l.okoye,Unaccountable Foxes,10250000,10280088.06,10310264.45,10340529.41,10370883.22,10401326.12,10431858.39,10462480.28,10493192.06,10523994,10554886.35
493,f.ahebwa,Unaccountable Foxes,18760000,20331461.58,22034559.17,23880319.47,25880692.86,28048630.73,30398169.41,32944520.98,35704171.79,38694989.18,41936337.2
494,k.mpirirwe,Unaccountable Foxes,20620000,21301823.65,22006192.57,22733852.24,23485572.8,24262149.86,25064405.32,25893188.26,26749375.85,27633874.25,28547619.59
495,a.musonza,Unaccountable Foxes,15250000,15370951.75,15492862.8,15615740.76,15739593.3,15864428.15,15990253.09,16117075.98,16244904.74,16373747.34,16503611.83
496,e.cortez,Unaccountable Foxes,17040000,18589090.91,20279008.26,22122554.47,24133695.79,26327668.13,28721092.51,31332100.92,34180473.73,37287789.52,40677588.57
497,u.atugonza,Unaccountable Foxes,14450000,14632270.5,14816840.13,15003737.91,15192993.18,15384635.7,15578695.58,15775203.3,15974189.75,16175686.19,16379724.28
498,f.salonen,Unaccountable Foxes,34500000,34550072.57,34600217.81,34650435.84,34700726.74,34751090.64,34801527.64,34852037.84,34902621.35,34953278.27,35004008.72
499,b.ndlovu,Unaccountable Foxes,26800000,26870183.31,26940550.42,27011101.81,27081837.95,27152759.34,27223866.45,27295159.78,27366639.81,27438307.03,27510161.93
500,y.horvath,Unaccountable Foxes,28380000,28951272.47,29534044.31,30128546.99,30735016.67,31353694.21,31984825.37,32628660.82,33285456.29,33955472.67,34638976.07
501,v.bwambale,Unaccountable Foxes,29160000,31739664.05,34547540.27,37603817.63,40930471.15,44551419.88,48492698.91,52782646.52,57452107.97,62534657.27,68066838.6
502,u.hansen,Unaccountable Foxes,14750000,15440915.54,16164194.77,16921353.64,17713979.15,18543732.61,19412353.16,20321661.39,21273563.21,22270053.75,23313221.63
503,c.langa,Unaccountable Foxes,31860000,34537584.21,37440198.47,40586754.79,43997754.6,47695422.3,51703850.1,56049154.96,60759648.76,65866022.78,71401547.66
504,l.kond,Unaccountable Foxes,35470000,37645748.06,39954957.62,42405815.28,45007009.81,47767762.96,50697862.12,53807695.08,57108286.79,60611338.49,64329269.19
505,w.noguchi,Unaccountable Foxes,21620000,22048320.75,22485127.11,22930587.17,23384872.39,23848157.6,24320621.1,24802444.73,25293813.91,25794917.77,26305949.16
506,m.muwanga,Unaccountable Foxes,26530000,27786849.59,29103241.99,30481998.02,31926072.15,33438558.79,35022698.96,36681887.22,38419678.96,40239797.98,42146144.51
507,m.anderson,Unaccountable Foxes,22350000,23651633.52,25029072.41,26486731.45,28029282.57,29661669.77,31389124.97,33217184.8,35151708.35,37198895.91,39365308.88
508,c.shaheen,Unaccountable Foxes,27760000,29696246.63,31767545.53,33983316.52,36353636.48,38889285.12,41601794.02,44503499.11,47607596.74,50928203.68,54480421.35
509,t.karmakar,Unaccountable Foxes,28260000,30505255.92,32928897.34,35545096.97,38369153.57,41417581.36,44708206.61,48260271.92,52094548.68,56233458.58,60701204.72
510,s.namanya,Unethical Comets,8630000,8855755.05,9087415.71,9325136.45,9569075.81,9819396.46,10076265.34,10339853.73,10610337.42,10887896.78,11172716.91
511,j.suissa,Unethical Comets,12940000,12970069.71,13000209.3,13030418.93,13060698.76,13091048.95,13121469.66,13151961.07,13182523.34,13213156.62,13243861.09
512,e.fujii,Unethical Comets,2580000,2684032.26,2792259.37,2904850.47,3021981.54,3143835.63,3270603.2,3402482.36,3539679.23,3682408.23,3830892.43
513,g.namanya,Unethical Comets,13280000,13320120.85,13360362.9,13400726.54,13441212.12,13481820.01,13522550.58,13563404.21,13604381.26,13645482.11,13686707.13
514,h.kaweesi,Unethical Comets,15590000,16843250.17,18197246.72,19660088.45,21240525.23,22948010.27,24792756.77,26785798.89,28939057.85,31265413.16,33778779.7
515,u.muller,Unethical Comets,26150000,27028557.31,27936631.37,28875213.85,29845329.73,30848038.44,31884434.98,32955651.18,34062856.85,35207261.13,36390113.78
516,x.bintiawang,Unethical Comets,20970000,21987045,23053416.68,24171507.39,25343825.5,26573001.04,27861791.59,29213088.48,30629923.27,32115474.55,33673075.06
517,o.tshuma,Unethical Comets,28760000,29362357.12,29977330.16,30605183.37,31246186.5,31900614.97,32568749.97,33250878.56,33947293.84,34658295.02,35384187.6
518,a.jensen,Unethical Comets,16950000,18619734.28,20453953.09,22468859.68,24682253.5,27113687.42,29784640.42,32718707.4,35941807.54,39482413.34,43371802.08
519,q.ssemwogerere,Unethical Comets,28620000,30540805.37,32590523.85,34777807.33,37111888.36,39602619.12,42260513.02,45096789.06,48123419.2,51353178.88,54799700.95
520,c.kwakye,Unethical Comets,38250000,39887200.11,41594476.67,43374829.13,45231385.34,47167407.01,49186295.48,51291597.66,53487012.28,55776396.4,58163772.14
521,b.ghorbani,Unethical Comets,22570000,23324400.18,24104016.12,24909690.65,25742294.78,26602728.63,27491922.4,28410837.39,29360467.02,30341837.95,31356011.1
522,h.bintiyusof,Unethical Comets,12440000,12450008.05,12460024.14,12470048.3,12480080.52,12490120.81,12500169.17,12510225.62,12520290.17,12530362.81,12540443.55
523,u.dewi,Unethical Comets,14480000,14724044.94,14972203,15224543.5,15481136.93,15742054.97,16007370.51,16277157.65,16551491.77,16830449.49,17114108.75
524,t.bukar,Unethical Comets,20250000,20431614.35,20614857.53,20799744.14,20986288.93,21174506.77,21364412.66,21556021.74,21749349.29,21944410.72,22141221.58
525,b.nalwanga,Unethical Comets,13170000,13942837.62,14761026.64,15627228.37,16544260.26,17515105.11,18542920.77,19631050.36,20783033.22,22002616.36,23293766.68
526,c.chiwaya,Unethical Comets,17900000,18277809.47,18663593.24,19057519.62,19459760.48,19870491.31,20289891.3,20718143.42,21155434.53,21601955.39,22057900.83
