,Player,Nation,Age,sal0,sal1,sal2,sal3,sal4,sal5,sal6,sal7,sal8,sal9
648,f.salonen,Republic of Denand Landsa,22,35680000,37250000,37060000,37240000,36890000,37380000,37270000,36840000,37020000,36930000
649,f.santana,Dosqaly,20,12100000,12440000,12660000,12630000,12570000,12630000,12510000,12680000,12640000,12490000
650,f.schafer,Rosvi,24,22680000,23670000,23450000,23760000,23690000,23410000,23530000,23470000,23520000,23730000
651,f.sepp,Dosqaly,22,11430000,11930000,11870000,11930000,11820000,11980000,11940000,11800000,11860000,11830000
652,f.shaikh,Dosqaly,20,27450000,28230000,28730000,28650000,28510000,28650000,28380000,28760000,28670000,28340000
653,f.shkreli,Dosqaly,25,28450000,29410000,29810000,29710000,29370000,29520000,29440000,29500000,29770000,29490000
654,f.siddiqui,Southslands,20,26220000,26960000,27440000,27370000,27230000,27360000,27110000,27470000,27390000,27070000
655,f.sow,Nganion,27,17950000,18580000,18530000,18620000,18580000,18610000,18780000,18610000,18670000,19050000
656,f.sun,Riazbe Ryma,25,16810000,17380000,17610000,17560000,17350000,17440000,17400000,17430000,17590000,17430000
657,f.taha,Central Namemo Laand,18,17960000,18630000,18670000,18470000,18800000,18750000,18650000,18740000,18570000,18820000
658,f.tamura,Nganion,20,33530000,34770000,35100000,35000000,34830000,34990000,34670000,35130000,35020000,34620000
659,f.taruvinga,Greri Landmoslands,28,16720000,17290000,17350000,17300000,17340000,17500000,17330000,17390000,17750000,16720000
660,f.vanleeuwen,Western Niasland,27,16000000,16710000,16520000,16600000,16560000,16590000,16740000,16590000,16640000,16980000
661,f.walker,Nganion,33,10160000,10530000,10570000,10780000,10160000,10160000,10160000,10160000,10160000,10160000
662,f.yaakv,Quewenia,22,24620000,25700000,25570000,25690000,25450000,25790000,25710000,25420000,25540000,25480000
663,f.yan,Redohrainbri,20,36650000,37690000,38360000,38260000,38070000,38250000,37890000,38400000,38280000,37840000
664,f.yunusa,Rarita,26,18150000,19020000,18960000,18740000,18830000,18780000,18820000,18990000,18820000,18880000
665,f.yusuf,Sobianitedrucy,26,15080000,15570000,15750000,15570000,15650000,15610000,15640000,15780000,15630000,15690000
666,f.zeng,Nganion,26,28500000,29500000,29770000,29420000,29570000,29500000,29560000,29820000,29550000,29650000
667,g.abbas,Reugha,22,36720000,38330000,38140000,38320000,37960000,38470000,38350000,37910000,38100000,38000000
668,g.abdi,Danan Seekeeling,29,37470000,37470000,38780000,38860000,39210000,38850000,38980000,39770000,37470000,37470000
669,g.agustina,Imaar Vircoand,31,21900000,22720000,22920000,22700000,22780000,23240000,21900000,21900000,21900000,21900000
670,g.ahin,Nkasland Cronestan,20,8530000,8770000,8930000,8900000,8860000,8900000,8820000,8940000,8910000,8810000
671,g.akoli,Nganion,25,27140000,28330000,28440000,28350000,28020000,28160000,28090000,28150000,28400000,28140000
672,g.alali,Nganion,27,16080000,16780000,16600000,16680000,16640000,16680000,16830000,16670000,16730000,17070000
673,g.albrecht,Dosqaly,23,17110000,17770000,17860000,17690000,17930000,17870000,17660000,17750000,17710000,17740000
674,g.aloyo,Nganion,22,18190000,18990000,18890000,18980000,18810000,19060000,19000000,18780000,18870000,18830000
675,g.ampofo,Buhegeor,27,14480000,15120000,14950000,15020000,14990000,15020000,15150000,15010000,15060000,15370000
676,g.antonio,Nganion,27,9430000,9850000,9740000,9780000,9760000,9780000,9870000,9780000,9810000,10010000
677,g.asiedu,Dosqaly,32,17950000,18780000,18610000,18670000,19050000,17950000,17950000,17950000,17950000,17950000
678,g.avraham,Dosqaly,22,17810000,18590000,18500000,18590000,18410000,18660000,18600000,18390000,18480000,18430000
679,g.baey,People's Land of Maneau,26,26330000,27590000,27500000,27180000,27320000,27250000,27310000,27550000,27300000,27390000
680,g.baig,Dosqaly,21,16750000,17530000,17490000,17400000,17480000,17320000,17550000,17490000,17290000,17380000
681,g.bellini,Buhegeor,26,24400000,25560000,25480000,25190000,25310000,25250000,25300000,25530000,25300000,25380000
682,g.bernardi,Dosqaly,34,28420000,29560000,30160000,28420000,28420000,28420000,28420000,28420000,28420000,28420000
683,g.bey,Xikong,29,27360000,28390000,28320000,28370000,28630000,28360000,28460000,29040000,27360000,27360000
684,g.bintisalleh,Rarita,26,7570000,7830000,7910000,7820000,7850000,7830000,7850000,7920000,7850000,7870000
685,g.boadi,Sobianitedrucy,37,22780000,23790000,22780000,22780000,22780000,22780000,22780000,22780000,22780000,22780000
686,g.caputo,Nkasland Cronestan,22,21610000,22370000,22440000,22550000,22340000,22640000,22570000,22310000,22420000,22370000
687,g.cattaneo,Nganion,16,3670000,3840000,3800000,3840000,3820000,3770000,3840000,3830000,3810000,3830000
688,g.chakanyuka,Loco Phirema,24,34860000,36380000,36040000,36520000,36410000,35990000,36170000,36080000,36150000,36480000
689,g.chandiga,Nganion,41,17910000,18760000,17910000,17910000,17910000,17910000,17910000,17910000,17910000,17910000
690,g.chee,Deshslands Landdenhai,20,4310000,4430000,4510000,4500000,4480000,4500000,4460000,4520000,4500000,4450000
691,g.chemutai,Loco Phirema,26,33830000,35080000,35330000,34930000,35100000,35010000,35080000,35400000,35070000,35190000
692,g.chong,People's Land of Maneau,22,24370000,25440000,25310000,25430000,25200000,25530000,25450000,25160000,25280000,25220000
693,g.cossa,Southern Ristan,32,10910000,11420000,11310000,11350000,11580000,10910000,10910000,10910000,10910000,10910000
694,g.cou,Rarita,21,7950000,8230000,8300000,8260000,8300000,8220000,8330000,8300000,8210000,8250000
695,g.daud,Sobianitedrucy,29,22050000,22880000,22820000,22870000,23070000,22860000,22940000,23400000,22050000,22050000
696,g.debnath,Dosqaly,17,28990000,30050000,30330000,30140000,29810000,30340000,30260000,30110000,30250000,29970000
697,g.degroot,Lefghau,30,27120000,28140000,28120000,28380000,28120000,28210000,28780000,27120000,27120000,27120000
698,g.efendi,Sobianitedrucy,29,13420000,14010000,13890000,13920000,14040000,13910000,13960000,14240000,13420000,13420000
699,g.elbaz,Dosqaly,24,30260000,31580000,31290000,31700000,31610000,31240000,31390000,31320000,31380000,31660000
700,g.eng,Zamlie Niabangthe,27,25220000,26420000,26040000,26170000,26100000,26150000,26390000,26150000,26230000,26770000
701,g.fauzi,Imaar Vircoand,27,31290000,32500000,32300000,32460000,32380000,32450000,32740000,32440000,32550000,33210000
702,g.foong,Esia,26,24040000,25190000,25110000,24820000,24940000,24880000,24930000,25150000,24920000,25010000
703,g.frimpong,Sobianitedrucy,25,25790000,26730000,27020000,26940000,26630000,26760000,26690000,26750000,26990000,26740000
704,g.gentile,Lefghau,33,18700000,19570000,19450000,19850000,18700000,18700000,18700000,18700000,18700000,18700000
705,g.gonzalez,Imaar Vircoand,26,39770000,41670000,41540000,41060000,41260000,41160000,41240000,41610000,41230000,41370000
706,g.gustafsson,People's Land of Maneau,26,30720000,32190000,32090000,31720000,31870000,31790000,31860000,32140000,31850000,31960000
707,g.hartmann,Byasier Pujan,23,27650000,28720000,28860000,28590000,28970000,28880000,28550000,28690000,28620000,28670000
708,g.hernandez,People's Land of Maneau,22,14680000,15320000,15250000,15320000,15180000,15380000,15330000,15160000,15230000,15190000
709,g.heydari,Dosqaly,28,20250000,20910000,21010000,20960000,21000000,21190000,20990000,21060000,21490000,20250000
710,g.hungwe,Sobianitedrucy,24,29210000,30600000,30200000,30600000,30510000,30160000,30300000,30230000,30290000,30560000
711,g.ibraimo,Quewenia,35,11350000,11890000,11350000,11350000,11350000,11350000,11350000,11350000,11350000,11350000
712,g.jankowski,Rarita,21,9020000,9410000,9420000,9370000,9410000,9330000,9450000,9420000,9310000,9360000
713,g.jesus,Dosqaly,29,14090000,14620000,14580000,14610000,14740000,14610000,14660000,14950000,14090000,14090000
714,g.jumbe,Imaar Vircoand,21,18370000,19230000,19180000,19080000,19170000,18990000,19250000,19190000,18970000,19060000
715,g.kalyango,Nganion,23,18020000,18700000,18810000,18630000,18880000,18820000,18600000,18700000,18650000,18690000
716,g.kasamba,Quewenia,21,14300000,14970000,14930000,14850000,14920000,14780000,14980000,14940000,14760000,14840000
717,g.katumba,Biarizea,26,7820000,8180000,8170000,8070000,8110000,8090000,8110000,8180000,8110000,8130000
718,g.kaweesa,Central Namemo Laand,26,30210000,31430000,31550000,31190000,31340000,31270000,31330000,31610000,31320000,31430000
719,g.kaya,Esia,21,14450000,15120000,15080000,15010000,15080000,14940000,15140000,15090000,14920000,14990000
720,g.kiggundu,Ingre,31,22790000,23880000,23850000,23630000,23710000,24190000,22790000,22790000,22790000,22790000
721,g.kohler,People's Land of Maneau,26,23440000,24560000,24480000,24200000,24320000,24260000,24310000,24530000,24300000,24380000
722,g.kou,Rarita,31,1560000,1630000,1630000,1620000,1620000,1660000,1560000,1560000,1560000,1560000
723,g.kwiatkowski,Nkasland Cronestan,18,28500000,29810000,29630000,29310000,29830000,29750000,29600000,29740000,29470000,29860000
724,g.kyobutungi,Lefghau,31,11650000,12080000,12190000,12080000,12120000,12370000,11650000,11650000,11650000,11650000
725,g.leclercq,Dosqaly,18,14560000,15230000,15140000,14970000,15240000,15200000,15120000,15200000,15050000,15250000
726,g.leitner,Rarita,26,1660000,1720000,1730000,1710000,1720000,1720000,1720000,1740000,1720000,1730000
727,g.leone,Nganion,23,19210000,20130000,20050000,19860000,20130000,20060000,19830000,19930000,19880000,19920000
728,g.leung,Nganion,31,23490000,24580000,24580000,24350000,24430000,24930000,23490000,23490000,23490000,23490000
729,g.lombardo,Dosqaly,22,29200000,30480000,30330000,30470000,30190000,30590000,30500000,30150000,30290000,30220000
730,g.lubis,Dosqaly,22,17470000,18240000,18140000,18230000,18060000,18300000,18250000,18040000,18120000,18080000
731,g.magaya,Nganion,24,9970000,10360000,10310000,10450000,10410000,10290000,10340000,10320000,10340000,10430000
732,g.magnusson,Dosqaly,23,23890000,24810000,24930000,24700000,25030000,24950000,24660000,24790000,24730000,24770000
733,g.mandaza,Greri Landmoslands,24,1650000,1700000,1710000,1730000,1720000,1700000,1710000,1710000,1710000,1730000
734,g.mar,Pierrema,23,25890000,26890000,27020000,26770000,27130000,27040000,26730000,26860000,26800000,26850000
735,g.matei,Nganion,28,16880000,16880000,17510000,17470000,17510000,17660000,17500000,17560000,17920000,16880000
736,g.matsika,Deshslands Landdenhai,19,9870000,10260000,10150000,10330000,10300000,10250000,10300000,10200000,10340000,10310000
737,g.mbeiza,Tito Mia,21,23030000,24110000,24040000,23920000,24030000,23810000,24130000,24050000,23780000,23890000
738,g.mishra,Nganion,29,17920000,18720000,18550000,18580000,18750000,18580000,18640000,19020000,17920000,17920000
739,g.miyasaki,Ingre,19,8960000,9310000,9210000,9380000,9350000,9310000,9350000,9260000,9390000,9360000
740,g.mlakar,Republic of Denand Landsa,21,25370000,26230000,26480000,26350000,26480000,26230000,26580000,26500000,26190000,26320000
741,g.moradi,Esia,22,32110000,33520000,33350000,33510000,33200000,33640000,33540000,33150000,33310000,33230000
742,g.moulin,Esia,20,25390000,26110000,26580000,26500000,26370000,26500000,26250000,26600000,26520000,26210000
743,g.muhairwe,Lowwlaands,28,1930000,2010000,2000000,2000000,2000000,2020000,2000000,2010000,2050000,1930000
744,g.munsaka,Dosqaly,31,37880000,39280000,39640000,39270000,39400000,40210000,37880000,37880000,37880000,37880000
745,g.musoke,Nganion,22,31280000,32340000,32490000,32640000,32340000,32770000,32670000,32290000,32450000,32370000
746,g.muzamba,Sobianitedrucy,28,32400000,33590000,33610000,33530000,33600000,33900000,33590000,33700000,34390000,32400000
747,g.mwebaze,Nganion,29,18080000,18760000,18710000,18750000,18920000,18740000,18810000,19190000,18080000,18080000
748,g.mwima,Sobianitedrucy,30,28990000,30280000,30060000,30330000,30050000,30160000,30770000,28990000,28990000,28990000
749,g.nabasa,Dosqaly,18,27930000,29220000,29040000,28720000,29230000,29160000,29010000,29150000,28880000,29260000
750,g.nadunga,Imaar Vircoand,26,27500000,28590000,28720000,28390000,28530000,28460000,28520000,28770000,28510000,28610000
751,g.nakalema,Nganion,19,24150000,25200000,24840000,25280000,25210000,25080000,25200000,24970000,25300000,25220000
752,g.nakasi,Western Niasland,21,20890000,21820000,21810000,21700000,21800000,21600000,21890000,21820000,21570000,21670000
753,g.nakisuyi,Central Namemo Laand,24,20200000,21080000,20880000,21160000,21100000,20850000,20960000,20910000,20950000,21140000
754,g.nalukwago,Southern Ristan,25,26750000,27660000,28030000,27940000,27620000,27750000,27690000,27740000,27990000,27730000
755,g.nalwoga,Nganion,30,19800000,20580000,20530000,20720000,20530000,20600000,21020000,19800000,19800000,19800000
756,g.namakula,Nganion,25,18630000,19460000,19520000,19460000,19230000,19330000,19280000,19320000,19490000,19310000
757,g.namanya,Dosqaly,29,18410000,19100000,19050000,19090000,19260000,19090000,19150000,19540000,18410000,18410000
758,g.namuganza,Rarita,31,29660000,30830000,31040000,30750000,30850000,31480000,29660000,29660000,29660000,29660000
759,g.namugere,Central Namemo Laand,24,21910000,22870000,22650000,22960000,22880000,22620000,22730000,22680000,22720000,22930000
760,g.nansamba,Manlisgamncent,24,13880000,14490000,14350000,14540000,14500000,14330000,14400000,14370000,14390000,14520000
761,g.neumbe,Sobianitedrucy,32,31830000,33310000,33000000,33110000,33780000,31830000,31830000,31830000,31830000,31830000
762,g.nimusiima,Central Diasongo,26,3220000,3370000,3360000,3320000,3340000,3330000,3340000,3370000,3340000,3350000
763,g.nugroho,New Rapore,22,19400000,20250000,20150000,20250000,20060000,20330000,20260000,20030000,20130000,20080000
764,g.obrien,Imaar Vircoand,23,20060000,20840000,20940000,20740000,21020000,20950000,20710000,20810000,20760000,20800000
765,g.ochwo,Lefghau,28,32710000,34270000,33940000,33850000,33920000,34230000,33910000,34030000,34720000,32710000
766,g.oduro,Esia,25,20770000,21470000,21760000,21690000,21440000,21550000,21500000,21540000,21730000,21530000
767,g.oluka,Lefghau,32,4510000,4720000,4680000,4690000,4790000,4510000,4510000,4510000,4510000,4510000
768,g.omirambe,Imaar Vircoand,24,31390000,32570000,32450000,32890000,32790000,32410000,32570000,32490000,32550000,32850000
769,g.onencan,Byasier Pujan,25,33460000,34590000,35060000,34950000,34540000,34710000,34630000,34700000,35010000,34690000
770,g.orlando,Nganion,21,3460000,3570000,3610000,3590000,3610000,3580000,3630000,3610000,3570000,3590000
771,g.parisi,Rosvi,30,22570000,23360000,23410000,23620000,23400000,23480000,23960000,22570000,22570000,22570000
772,g.poulsen,Moaithe,30,22990000,23790000,23840000,24060000,23830000,23910000,24400000,22990000,22990000,22990000
773,g.prasetyo,Galamily,28,20940000,21620000,21720000,21670000,21720000,21910000,21710000,21780000,22230000,20940000
774,g.razak,Dosqaly,29,19280000,20000000,19950000,19990000,20170000,19990000,20060000,20460000,19280000,19280000
775,g.ribeiro,Imaar Vircoand,27,34770000,36320000,35900000,36070000,35990000,36060000,36380000,36050000,36170000,36900000
776,g.riva,Nganion,25,10170000,10640000,10660000,10620000,10500000,10550000,10530000,10550000,10640000,10540000
777,g.rousseau,People's Land of Maneau,30,3790000,3960000,3930000,3970000,3930000,3940000,4020000,3790000,3790000,3790000
778,g.sackey,Nganion,26,19680000,20440000,20550000,20320000,20420000,20370000,20410000,20590000,20400000,20470000
779,g.sala,Sobianitedrucy,34,21430000,22290000,22750000,21430000,21430000,21430000,21430000,21430000,21430000,21430000
780,g.sande,Central Diasongo,24,16390000,17110000,16950000,17170000,17120000,16920000,17000000,16960000,17000000,17150000
781,g.shah,Central Namemo Laand,25,13510000,13970000,14150000,14110000,13950000,14020000,13980000,14010000,14140000,14010000
782,g.siddiqui,Central Diasongo,25,28170000,29130000,29510000,29420000,29080000,29230000,29150000,29210000,29480000,29200000
783,g.song,Dosqaly,18,15690000,16410000,16310000,16140000,16420000,16380000,16300000,16370000,16220000,16440000
784,g.sserugo,Sobianitedrucy,31,22160000,22980000,23190000,22970000,23050000,23520000,22160000,22160000,22160000,22160000
785,g.suad,Lefghau,28,14680000,15160000,15230000,15190000,15220000,15360000,15220000,15270000,15580000,14680000
786,g.sugawara,Byasier Pujan,23,31140000,32580000,32500000,32200000,32630000,32520000,32150000,32310000,32230000,32290000
787,g.syu,Janmico,26,15320000,15990000,16000000,15820000,15890000,15860000,15890000,16030000,15880000,15940000
788,g.tamm,Dosqaly,18,13500000,14120000,14030000,13880000,14130000,14090000,14020000,14090000,13960000,14140000
789,g.taruvinga,Nganion,29,18270000,19110000,18910000,18950000,19120000,18940000,19000000,19390000,18270000,18270000
790,g.tugume,Nganion,25,19500000,20220000,20430000,20370000,20130000,20230000,20180000,20220000,20400000,20220000
791,g.tukwasibwe,Dosqaly,19,17550000,18250000,18050000,18370000,18320000,18230000,18320000,18150000,18390000,18330000
792,g.twebaze,Nganion,25,30470000,31460000,31920000,31820000,31460000,31610000,31540000,31600000,31880000,31590000
793,g.varma,Nganion,26,19340000,19970000,20200000,19970000,20060000,20020000,20060000,20240000,20050000,20120000
794,g.vidal,Imaar Vircoand,32,2010000,2110000,2080000,2090000,2130000,2010000,2010000,2010000,2010000,2010000
795,g.wahab,Dosqaly,30,20390000,21100000,21150000,21340000,21140000,21210000,21640000,20390000,20390000,20390000
796,g.waswa,Esia,23,34600000,35940000,36110000,35770000,36250000,36140000,35720000,35900000,35810000,35880000
797,g.yunusa,Nganion,29,29190000,30020000,30210000,30270000,30540000,30260000,30360000,30980000,29190000,29190000
798,h.afriyie,Dosqaly,23,28760000,29870000,30010000,29740000,30130000,30040000,29690000,29840000,29770000,29830000
799,h.akot,Deshslands Landdenhai,23,16660000,17220000,17390000,17220000,17460000,17400000,17200000,17280000,17240000,17280000
800,h.akugizibwe,People's Land of Maneau,26,18580000,19470000,19410000,19180000,19280000,19230000,19270000,19440000,19260000,19330000
801,h.amade,Rarita,20,1710000,1780000,1790000,1790000,1780000,1780000,1770000,1790000,1790000,1770000
802,h.amponsah,Pierrema,27,34760000,36310000,35890000,36060000,35980000,36050000,36370000,36040000,36160000,36890000
803,h.arab,Sobianitedrucy,31,22730000,23570000,23780000,23560000,23640000,24130000,22730000,22730000,22730000,22730000
804,h.asaba,Esia,18,15290000,16000000,15900000,15720000,16000000,15960000,15880000,15960000,15810000,16020000
805,h.azizi,Rarita,22,5870000,6100000,6100000,6130000,6070000,6150000,6130000,6060000,6090000,6080000
806,h.baumgartner,Unicorporated Tiagascar,23,19200000,19920000,20040000,19850000,20120000,20050000,19820000,19920000,19870000,19910000
807,h.bhebhe,Byasier Pujan,27,16430000,17160000,16960000,17050000,17000000,17040000,17190000,17030000,17090000,17440000
808,h.binibrahim,Imaar Vircoand,22,23600000,24690000,24510000,24630000,24400000,24730000,24650000,24360000,24480000,24430000
809,h.boadu,Esia,32,29920000,31310000,31020000,31120000,31760000,29920000,29920000,29920000,29920000,29920000
810,h.byamugisha,Republic of Denand Landsa,23,15270000,15860000,15940000,15790000,16000000,15950000,15760000,15840000,15800000,15840000
811,h.chakraborty,South Sati Fatina,31,15200000,15720000,15900000,15760000,15810000,16130000,15200000,15200000,15200000,15200000
812,h.che,Sobianitedrucy,30,27960000,28870000,29000000,29260000,28990000,29080000,29680000,27960000,27960000,27960000
813,h.chevalier,Central Namemo Laand,32,12510000,12950000,12970000,13010000,13280000,12510000,12510000,12510000,12510000,12510000
814,h.chirwa,Dosqaly,18,22110000,23130000,22990000,22740000,23140000,23080000,22960000,23070000,22860000,23170000
815,h.choo,Nganion,31,16520000,17250000,17290000,17130000,17180000,17530000,16520000,16520000,16520000,16520000
816,h.dahan,New Uwi,18,39390000,41210000,40950000,40510000,41230000,41120000,40910000,41110000,40730000,41270000
817,h.david,Redohrainbri,21,33160000,34710000,34620000,34440000,34610000,34280000,34740000,34630000,34230000,34400000
818,h.dehghan,Central Diasongo,25,18500000,19130000,19380000,19320000,19100000,19190000,19150000,19190000,19360000,19180000
819,h.driscoll,Southern Ristan,22,32520000,33950000,33780000,33940000,33620000,34070000,33970000,33570000,33740000,33660000
820,h.farina,People's Land of Maneau,23,27230000,28280000,28420000,28150000,28530000,28440000,28110000,28250000,28180000,28240000
821,h.francisco,Rosvi,34,11910000,12350000,12640000,11910000,11910000,11910000,11910000,11910000,11910000,11910000
822,h.gimbo,Esia,31,13380000,13880000,14000000,13870000,13920000,14200000,13380000,13380000,13380000,13380000
823,h.gomani,Southslands,32,29870000,31250000,30970000,31070000,31700000,29870000,29870000,29870000,29870000,29870000
824,h.gomo,Janmico,24,30020000,30870000,31040000,31450000,31350000,30990000,31150000,31070000,31130000,31410000
825,h.gumisiriza,Nganion,30,13020000,13600000,13500000,13620000,13500000,13540000,13820000,13020000,13020000,13020000
826,h.hansen,Unicorporated Tiagascar,34,22780000,23550000,24180000,22780000,22780000,22780000,22780000,22780000,22780000,22780000
827,h.hovhannisyan,Dosqaly,34,29210000,30390000,31000000,29210000,29210000,29210000,29210000,29210000,29210000,29210000
828,h.isa,Central Diasongo,33,11130000,11540000,11580000,11810000,11130000,11130000,11130000,11130000,11130000,11130000
829,h.jansson,Greri Landmoslands,25,10210000,10500000,10700000,10660000,10540000,10590000,10570000,10590000,10680000,10580000
830,h.jiu,Central Diasongo,26,24920000,26110000,26030000,25730000,25850000,25790000,25840000,26080000,25830000,25920000
831,h.jovanovi,Dosqaly,23,12820000,13420000,13380000,13250000,13430000,13390000,13240000,13300000,13270000,13290000
832,h.kabugho,Sobianitedrucy,26,11690000,12250000,12210000,12070000,12130000,12100000,12120000,12230000,12120000,12160000
833,h.kamal,Dosqaly,34,31230000,32490000,33150000,31230000,31230000,31230000,31230000,31230000,31230000,31230000
834,h.karjalainen,Dosqaly,17,14270000,14790000,14930000,14840000,14670000,14940000,14900000,14820000,14890000,14750000
835,h.kaweesi,Dosqaly,28,24430000,25220000,25350000,25280000,25330000,25560000,25330000,25410000,25930000,24430000
836,h.kelmendi,Lefghau,29,16250000,16860000,16820000,16850000,17000000,16850000,16900000,17250000,16250000,16250000
837,h.kirabira,Newgan Ruland,25,28410000,29370000,29770000,29670000,29330000,29470000,29400000,29460000,29730000,29450000
838,h.kisembo,Sobianitedrucy,25,16100000,16650000,16870000,16820000,16620000,16700000,16660000,16700000,16850000,16690000
839,h.korosec,Imaar Vircoand,22,35320000,36860000,36680000,36860000,36520000,37010000,36890000,36460000,36640000,36550000
840,h.kovacs,Dosqaly,18,22040000,23060000,22910000,22670000,23070000,23010000,22890000,23000000,22790000,23090000
841,h.kowalski,Nganion,28,9880000,10340000,10250000,10230000,10250000,10340000,10240000,10280000,10490000,9880000
842,h.lefebvre,Reugha,25,29870000,30880000,31300000,31200000,30840000,30990000,30910000,30980000,31250000,30970000
843,h.lo,Nganion,26,10310000,10710000,10770000,10640000,10700000,10670000,10690000,10790000,10690000,10720000
844,h.lo,Rarita,26,10310000,10710000,10770000,10640000,10700000,10670000,10690000,10790000,10690000,10720000
845,h.lwanga,Dosqaly,20,15270000,15700000,15980000,15940000,15860000,15940000,15790000,16000000,15950000,15760000
846,h.mafabi,Dosqaly,23,20050000,20820000,20920000,20730000,21010000,20940000,20700000,20800000,20750000,20790000
847,h.makoni,Slandsganiamayotteque,22,11650000,12160000,12100000,12160000,12040000,12210000,12170000,12030000,12090000,12060000
848,h.makumbi,Rarita,26,7430000,7700000,7760000,7670000,7710000,7690000,7710000,7770000,7700000,7730000
849,h.mancini,Nganion,30,26280000,27200000,27250000,27500000,27240000,27340000,27890000,26280000,26280000,26280000
850,h.manyika,Lylimi,30,28740000,29740000,29800000,30070000,29790000,29900000,30500000,28740000,28740000,28740000
851,h.mirembe,Rarita,19,7030000,7030000,7230000,7360000,7340000,7300000,7340000,7270000,7370000,7340000
852,h.miyazaki,Lylimi,27,29660000,30980000,30620000,30770000,30700000,30760000,31040000,30750000,30850000,31480000
853,h.morgan,Esia,20,19780000,20340000,20700000,20650000,20540000,20640000,20450000,20720000,20660000,20420000
854,h.mphande,Dosqaly,18,10830000,11330000,11260000,11140000,11340000,11310000,11250000,11300000,11200000,11350000
855,h.mubaiwa,Rarita,32,1580000,1650000,1640000,1640000,1680000,1580000,1580000,1580000,1580000,1580000
856,h.munetsi,Pierrema,30,27800000,28770000,28830000,29090000,28820000,28920000,29510000,27800000,27800000,27800000
857,h.nagy,Western Niasland,27,23570000,24620000,24330000,24450000,24390000,24440000,24660000,24440000,24520000,25020000
858,h.nakafeero,Nganion,29,16510000,16980000,17090000,17120000,17280000,17120000,17170000,17520000,16510000,16510000
859,h.nakagolo,Pahon,29,14860000,15410000,15380000,15410000,15550000,15410000,15460000,15770000,14860000,14860000
860,h.nakate,Northslands,19,20480000,21420000,21060000,21440000,21380000,21270000,21370000,21170000,21460000,21390000
861,h.nakimera,Esia,30,11000000,11380000,11410000,11510000,11400000,11440000,11680000,11000000,11000000,11000000
862,h.naluyima,Lenia Gerdanho,25,18000000,18610000,18860000,18800000,18580000,18670000,18630000,18670000,18830000,18660000
863,h.namwase,Nganion,30,30930000,32080000,32080000,32360000,32070000,32170000,32830000,30930000,30930000,30930000
864,h.nandawula,Mico,28,19030000,19650000,19740000,19700000,19730000,19910000,19730000,19800000,20200000,19030000
865,h.narvaez,Reugha,23,18780000,19510000,19600000,19420000,19680000,19610000,19390000,19480000,19440000,19480000
866,h.nieminen,Lefghau,21,29020000,30110000,30290000,30140000,30290000,30000000,30400000,30310000,29960000,30110000
867,h.nkiwane,People's Land of Maneau,24,5530000,5730000,5720000,5790000,5780000,5710000,5740000,5720000,5730000,5790000
868,h.nsamba,Byasier Pujan,25,24050000,24870000,25200000,25120000,24830000,24950000,24890000,24940000,25160000,24930000
869,h.nsungwa,Dosqaly,21,24890000,26050000,25980000,25850000,25980000,25730000,26080000,26000000,25700000,25820000
870,h.nuraeni,Republic of Denand Landsa,23,21140000,21960000,22060000,21860000,22150000,22080000,21830000,21930000,21880000,21920000
871,h.nuwahereza,Nkasland Cronestan,32,1900000,1980000,1970000,1980000,2020000,1900000,1900000,1900000,1900000,1900000
872,h.ochan,Greri Landmoslands,20,27720000,28510000,29010000,28940000,28790000,28930000,28660000,29040000,28950000,28620000
873,h.odoi,Esia,18,32200000,33690000,33480000,33110000,33700000,33610000,33440000,33610000,33290000,33740000
874,h.okafor,Sobianitedrucy,25,14150000,14800000,14830000,14780000,14610000,14680000,14640000,14670000,14810000,14670000
875,h.oliveira,Rarita,18,2720000,2830000,2830000,2800000,2850000,2840000,2830000,2840000,2810000,2850000
876,h.olowo,Nganion,20,10980000,11460000,11490000,11460000,11400000,11460000,11350000,11500000,11470000,11340000
877,h.pang,Dosqaly,22,15340000,16010000,15930000,16010000,15860000,16070000,16020000,15840000,15910000,15880000
878,h.parn,Iverde,26,16810000,17610000,17560000,17350000,17440000,17400000,17430000,17590000,17430000,17490000
879,h.pichler,Sobianitedrucy,30,22570000,23420000,23410000,23620000,23400000,23480000,23960000,22570000,22570000,22570000
880,h.pour,Nganion,22,16710000,17290000,17360000,17440000,17280000,17510000,17450000,17250000,17340000,17290000
881,h.rees,Eastern Covaki,24,23010000,24010000,23790000,24110000,24030000,23760000,23870000,23810000,23860000,24080000
882,h.romero,Coastpa Barleslands,23,22690000,23570000,23680000,23460000,23770000,23700000,23430000,23540000,23480000,23530000
883,h.ruiz,Imaar Vircoand,24,25380000,26490000,26240000,26590000,26510000,26200000,26330000,26270000,26320000,26560000
884,h.saeed,Manlisgamncent,23,25690000,26680000,26810000,26560000,26920000,26830000,26520000,26650000,26590000,26640000
885,h.sat,Byasier Pujan,21,29600000,30980000,30900000,30740000,30890000,30600000,31010000,30920000,30560000,30710000
886,h.sentongo,Reugha,28,23370000,24130000,24250000,24190000,24240000,24450000,24230000,24310000,24800000,23370000
887,h.shuaibu,Nganion,24,18700000,19330000,19330000,19590000,19530000,19310000,19400000,19350000,19390000,19570000
888,h.steiner,People's Land of Maneau,22,14950000,15610000,15530000,15600000,15460000,15660000,15610000,15430000,15510000,15470000
